model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,fourier_features,scale
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1040.3179201179719,91.22576028622541,0.02076956257224083,1.3735904693603516,0.001,3,64,2,1,cuda,500,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1527.2508510604919,91.22576028622541,0.025263508781790733,1.3777976036071777,0.001,3,64,2,1,cuda,500,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1625.8228826765394,91.22576028622541,0.02595960907638073,1.4215788841247559,0.001,3,64,2,1,cuda,500,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1449.6648926434907,91.22576028622541,0.024643631651997566,1.3971543312072754,0.001,3,64,2,1,cuda,500,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1376.5065430994812,91.22576028622541,0.0252018254250288,1.4245877265930176,0.001,3,64,2,1,cuda,500,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1371.7609422063254,91.22576028622541,0.02579394541680813,1.4036800861358643,0.001,3,64,2,1,cuda,500,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,854.6699872406292,61.28739684320167,0.015263295732438564,1.6521317958831787,0.001,3,64,2,1,cuda,500,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1105.5179402505858,61.28739684320167,0.01823672652244568,1.6359515190124512,0.001,3,64,2,1,cuda,500,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1032.3154754434404,61.28739684320167,0.01828777603805065,1.6424567699432373,0.001,3,64,2,1,cuda,500,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,802.5154014495482,61.28739684320167,0.015297328121960163,1.642909049987793,0.001,3,64,2,1,cuda,500,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,834.0546927292503,61.28739684320167,0.01637638360261917,1.6395766735076904,0.001,3,64,2,1,cuda,500,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1501.2058115273594,61.28739684320167,0.024804173037409782,1.6724019050598145,0.001,3,64,2,1,cuda,500,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1546.8914642946788,61.28739684320167,0.023900717496871948,1.69368577003479,0.001,3,64,2,1,cuda,500,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1410.6202413821954,61.28739684320167,0.02398044243454933,1.6660006046295166,0.001,3,64,2,1,cuda,500,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1041.8287172126004,61.28739684320167,0.0195893794298172,1.6903727054595947,0.001,3,64,2,1,cuda,500,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1128.0455519996653,61.28739684320167,0.022193776443600655,1.6397826671600342,0.001,3,64,2,1,cuda,500,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1118.6969636357933,91.22576028622541,0.01926734484732151,2.7934553623199463,0.001,3,64,2,1,cuda,1000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1400.5377225046018,91.22576028622541,0.021733345463871956,2.728994369506836,0.001,3,64,2,1,cuda,1000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1066.5916282316766,91.22576028622541,0.018998464569449425,2.7324535846710205,0.001,3,64,2,1,cuda,1000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1132.7181839336513,91.22576028622541,0.021294664591550827,2.7450969219207764,0.001,3,64,2,1,cuda,1000,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1001.7553011525267,91.22576028622541,0.0196151752024889,2.804797887802124,0.001,3,64,2,1,cuda,1000,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1455.3702544553212,91.22576028622541,0.023831021040678024,2.748479127883911,0.001,3,64,2,1,cuda,1000,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1758.1968067582832,91.22576028622541,0.025355549529194832,2.7366750240325928,0.001,3,64,2,1,cuda,1000,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1332.3198144139055,91.22576028622541,0.023021463304758072,2.7315211296081543,0.001,3,64,2,1,cuda,1000,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1253.7902534617638,91.22576028622541,0.023088330402970314,2.8237552642822266,0.001,3,64,2,1,cuda,1000,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1234.4166039156626,91.22576028622541,0.023526038974523544,2.76706600189209,0.001,3,64,2,1,cuda,1000,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,824.5229237261547,61.28739684320167,0.01359259057790041,3.277724027633667,0.001,3,64,2,1,cuda,1000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1071.4943694047022,61.28739684320167,0.017031671479344368,3.3329999446868896,0.001,3,64,2,1,cuda,1000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,960.2051513345046,61.28739684320167,0.012372932396829128,3.4901247024536133,0.001,3,64,2,1,cuda,1000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,982.1120798297356,61.28739684320167,0.01351864356547594,3.304837465286255,0.001,3,64,2,1,cuda,1000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,804.6881026711011,61.28739684320167,0.014933045953512192,3.3429811000823975,0.001,3,64,2,1,cuda,1000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1682.7244172000503,61.28739684320167,0.02133420668542385,3.2744758129119873,0.001,3,64,2,1,cuda,1000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1668.322774169595,61.28739684320167,0.02264757826924324,3.3382315635681152,0.001,3,64,2,1,cuda,1000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1301.8503310115461,61.28739684320167,0.02017134055495262,3.2791905403137207,0.001,3,64,2,1,cuda,1000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1006.8559576849063,61.28739684320167,0.018689356744289398,3.284517765045166,0.001,3,64,2,1,cuda,1000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1116.244743296101,61.28739684320167,0.020761344581842422,3.3362531661987305,0.001,3,64,2,1,cuda,1000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,962.3666345067771,91.22576028622541,0.016679992899298668,5.4573023319244385,0.001,3,64,2,1,cuda,2000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1371.5744723686412,91.22576028622541,0.02066180668771267,5.594082355499268,0.001,3,64,2,1,cuda,2000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1058.227460623745,91.22576028622541,0.017462678253650665,5.537872076034546,0.001,3,64,2,1,cuda,2000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1012.2872531793842,91.22576028622541,0.017997609451413155,5.485229015350342,0.001,3,64,2,1,cuda,2000,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,905.5736814445281,91.22576028622541,0.01869279146194458,5.545830488204956,0.001,3,64,2,1,cuda,2000,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1451.5443976426538,91.22576028622541,0.024357056245207787,5.541435956954956,0.001,3,64,2,1,cuda,2000,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1642.7507412462348,91.22576028622541,0.025316955521702766,5.45126485824585,0.001,3,64,2,1,cuda,2000,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1355.0316918716533,91.22576028622541,0.02259153500199318,5.450887680053711,0.001,3,64,2,1,cuda,2000,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1265.3752588478915,91.22576028622541,0.02295450121164322,5.4600560665130615,0.001,3,64,2,1,cuda,2000,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1301.612546540328,91.22576028622541,0.024252308532595634,5.460042953491211,0.001,3,64,2,1,cuda,2000,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,944.8928225924532,61.28739684320167,0.012799565680325031,6.546789646148682,0.001,3,64,2,1,cuda,2000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,989.4139539930555,61.28739684320167,0.015048963017761707,6.592893838882446,0.001,3,64,2,1,cuda,2000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,969.2954853267236,61.28739684320167,0.011367591097950935,6.579972505569458,0.001,3,64,2,1,cuda,2000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,718.07046937751,61.28739684320167,0.012194463983178139,6.542525053024292,0.001,3,64,2,1,cuda,2000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,855.5325141712684,61.28739684320167,0.01300551276654005,6.651292324066162,0.001,3,64,2,1,cuda,2000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1374.132375857597,61.28739684320167,0.02098591811954975,6.598079681396484,0.001,3,64,2,1,cuda,2000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1426.583334640646,61.28739684320167,0.021930882707238197,6.541042804718018,0.001,3,64,2,1,cuda,2000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1265.4777050911982,61.28739684320167,0.02105817385017872,6.634112119674683,0.001,3,64,2,1,cuda,2000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1078.9315425765562,61.28739684320167,0.018203603103756905,6.536105155944824,0.001,3,64,2,1,cuda,2000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,997.6133766838186,61.28739684320167,0.019277408719062805,6.643312692642212,0.001,3,64,2,1,cuda,2000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1512.1962080091198,60.97473096851335,0.024954484775662422,0.4294440746307373,0.001,3,64,3,1,cuda,100,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1781.6674419030287,60.97473096851335,0.027246737852692604,0.38955092430114746,0.001,3,64,3,1,cuda,100,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,60.97473096851335,0.02683262713253498,0.3914010524749756,0.001,3,64,3,1,cuda,100,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1428.9583581722725,60.97473096851335,0.026257341727614403,0.42316484451293945,0.001,3,64,3,1,cuda,100,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1389.4879688022925,60.97473096851335,0.026684056967496872,0.38899683952331543,0.001,3,64,3,1,cuda,100,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1615.4868889620984,60.97473096851335,0.026944631710648537,0.42452526092529297,0.001,3,64,3,1,cuda,100,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,60.97473096851335,0.030080946162343025,0.4471421241760254,0.001,3,64,3,1,cuda,100,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,60.97473096851335,0.027053972706198692,0.4522378444671631,0.001,3,64,3,1,cuda,100,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,60.97473096851335,0.026975108310580254,0.39368724822998047,0.001,3,64,3,1,cuda,100,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,60.97473096851335,0.027612831443548203,0.4517993927001953,0.001,3,64,3,1,cuda,100,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1621.524304248243,45.96646836127636,0.0267352107912302,0.4426126480102539,0.001,3,64,3,1,cuda,100,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1903.4081168423695,45.96646836127636,0.028756944462656975,0.5407452583312988,0.001,3,64,3,1,cuda,100,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1527.78519677669,45.96646836127636,0.026336055248975754,0.5003664493560791,0.001,3,64,3,1,cuda,100,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1416.2486364729752,45.96646836127636,0.025002332404255867,0.44406747817993164,0.001,3,64,3,1,cuda,100,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1248.1839284220214,45.96646836127636,0.02399362251162529,0.492966890335083,0.001,3,64,3,1,cuda,100,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,45.96646836127636,0.02775614522397518,0.5010664463043213,0.001,3,64,3,1,cuda,100,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1873.7290986864123,45.96646836127636,0.028519881889224052,0.5276520252227783,0.001,3,64,3,1,cuda,100,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,45.96646836127636,0.026782305911183357,0.44772958755493164,0.001,3,64,3,1,cuda,100,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1369.2314962976907,45.96646836127636,0.024745382368564606,0.46375393867492676,0.001,3,64,3,1,cuda,100,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,45.96646836127636,0.0274277962744236,0.46506214141845703,0.001,3,64,3,1,cuda,100,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1173.3972530747992,60.97473096851335,0.017805175855755806,1.9281244277954102,0.001,3,64,3,1,cuda,500,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1972.817053369729,60.97473096851335,0.017229996621608734,2.0013749599456787,0.001,3,64,3,1,cuda,500,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1198.5998120084505,60.97473096851335,0.017337370663881302,2.078075647354126,0.001,3,64,3,1,cuda,500,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1006.7329147318441,60.97473096851335,0.015422256663441658,1.9374678134918213,0.001,3,64,3,1,cuda,500,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1006.9071546603079,60.97473096851335,0.019830850884318352,1.9451954364776611,0.001,3,64,3,1,cuda,500,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1608.6341237345214,60.97473096851335,0.023181259632110596,1.9747626781463623,0.001,3,64,3,1,cuda,500,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1646.7579876798861,60.97473096851335,0.025669243186712265,2.0056121349334717,0.001,3,64,3,1,cuda,500,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1303.586141440763,60.97473096851335,0.022505145519971848,1.9314062595367432,0.001,3,64,3,1,cuda,500,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1320.4746119896251,60.97473096851335,0.024647537618875504,1.9491336345672607,0.001,3,64,3,1,cuda,500,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1289.4488814633535,60.97473096851335,0.02511991374194622,1.925318717956543,0.001,3,64,3,1,cuda,500,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,898.5657735107095,45.96646836127636,0.01296159066259861,2.2226133346557617,0.001,3,64,3,1,cuda,500,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1166.7285103957497,45.96646836127636,0.01520452555269003,2.205810785293579,0.001,3,64,3,1,cuda,500,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,854.807312583668,45.96646836127636,0.012207337655127048,2.233912467956543,0.001,3,64,3,1,cuda,500,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,744.6764715110442,45.96646836127636,0.012664247304201126,2.2088992595672607,0.001,3,64,3,1,cuda,500,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,668.3042966135375,45.96646836127636,0.012490863911807537,2.23687481880188,0.001,3,64,3,1,cuda,500,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1765.9637612951808,45.96646836127636,0.019420327618718147,2.2580575942993164,0.001,3,64,3,1,cuda,500,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1666.9159581032463,45.96646836127636,0.022258995100855827,2.194925308227539,0.001,3,64,3,1,cuda,500,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1226.9104111759539,45.96646836127636,0.01976022683084011,2.196629524230957,0.001,3,64,3,1,cuda,500,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1204.2123428610275,45.96646836127636,0.01769857294857502,2.2356786727905273,0.001,3,64,3,1,cuda,500,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1019.210124351573,45.96646836127636,0.018619749695062637,2.196173906326294,0.001,3,64,3,1,cuda,500,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1117.7658995356426,60.97473096851335,0.01872127316892147,3.955881357192993,0.001,3,64,3,1,cuda,1000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1816.4216279179218,60.97473096851335,0.02047368884086609,3.911875009536743,0.001,3,64,3,1,cuda,1000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1073.340773249247,60.97473096851335,0.014037743210792542,3.880863904953003,0.001,3,64,3,1,cuda,1000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1089.7680827476572,60.97473096851335,0.01566794514656067,3.848740339279175,0.001,3,64,3,1,cuda,1000,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,962.8729841239959,60.97473096851335,0.016880730167031288,3.9194984436035156,0.001,3,64,3,1,cuda,1000,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1624.3853212328481,60.97473096851335,0.02229141630232334,3.85257625579834,0.001,3,64,3,1,cuda,1000,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1719.7176087161145,60.97473096851335,0.021684572100639343,3.8501060009002686,0.001,3,64,3,1,cuda,1000,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.0568746339525,60.97473096851335,0.022816214710474014,3.918212652206421,0.001,3,64,3,1,cuda,1000,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1519.5506557479919,60.97473096851335,0.021425768733024597,3.9242019653320312,0.001,3,64,3,1,cuda,1000,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1222.3503780747992,60.97473096851335,0.02188718505203724,3.8990914821624756,0.001,3,64,3,1,cuda,1000,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,632.366063211178,45.96646836127636,0.010671845637261868,4.387653827667236,0.001,3,64,3,1,cuda,1000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1043.7611683714022,45.96646836127636,0.011158592067658901,4.421610355377197,0.001,3,64,3,1,cuda,1000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,773.0001058923193,45.96646836127636,0.011237388476729393,4.396582841873169,0.001,3,64,3,1,cuda,1000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,584.3514330760543,45.96646836127636,0.010287674143910408,4.452164649963379,0.001,3,64,3,1,cuda,1000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,630.942891357095,45.96646836127636,0.010231583379209042,4.4603800773620605,0.001,3,64,3,1,cuda,1000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1326.6409492135208,45.96646836127636,0.01994931325316429,4.41840934753418,0.001,3,64,3,1,cuda,1000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1820.7485959462851,45.96646836127636,0.020212313160300255,4.387821912765503,0.001,3,64,3,1,cuda,1000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1868.7438608601071,45.96646836127636,0.018762774765491486,4.438699722290039,0.001,3,64,3,1,cuda,1000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1177.6041457496653,45.96646836127636,0.016758907586336136,4.3918375968933105,0.001,3,64,3,1,cuda,1000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,958.9063467411312,45.96646836127636,0.01657661609351635,4.435912609100342,0.001,3,64,3,1,cuda,1000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1285.6936522130188,60.97473096851335,0.014323452487587929,7.747819185256958,0.001,3,64,3,1,cuda,2000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1342.684673590194,60.97473096851335,0.015414172783493996,7.730689525604248,0.001,3,64,3,1,cuda,2000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,978.2934171582162,60.97473096851335,0.01548878662288189,7.707110643386841,0.001,3,64,3,1,cuda,2000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1046.8658043632865,60.97473096851335,0.01357619371265173,7.688833475112915,0.001,3,64,3,1,cuda,2000,32,10
