model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,zero_fraction,refresh_interval,a,s
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,3.8504960811851583,0.027399612590670586,162.6887924671173,0.001,3,256,4,1,cuda,2000,1,1000,1,1
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,3.8504960811851583,0.02984563633799553,162.7397780418396,0.001,3,256,4,1,cuda,2000,1,1000,1,1
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,3.8504960811851583,0.02672083117067814,162.72345280647278,0.001,3,256,4,1,cuda,2000,1,1000,1,1
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,3.8504960811851583,0.026657339185476303,162.87789940834045,0.001,3,256,4,1,cuda,2000,1,1000,1,1
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,3.8504960811851583,0.02715836651623249,162.71993017196655,0.001,3,256,4,1,cuda,2000,1,1000,1,1
