model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,input_scale,weight_scale,alpha,beta
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,309.1097920327142,3.716399854245111,0.004850751720368862,80.29448127746582,0.001,3,256,3,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,418.74745335508703,3.716399854245111,0.00606747018173337,80.29011154174805,0.001,3,256,3,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,274.0771157546854,3.716399854245111,0.004698865581303835,80.28859186172485,0.001,3,256,3,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,308.6886687374498,3.716399854245111,0.0053397053852677345,80.28674149513245,0.001,3,256,3,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,333.0060437060743,3.716399854245111,0.005544578656554222,80.28871035575867,0.001,3,256,3,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,235.9935340319612,3.716399854245111,0.004057101905345917,160.58024644851685,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,288.58510212725906,3.716399854245111,0.004440307151526213,160.57980489730835,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,190.99213390018406,3.716399854245111,0.0036793649196624756,160.61036443710327,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,212.55666546393908,3.716399854245111,0.0041010016575455666,160.5667266845703,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,221.83661468791834,3.716399854245111,0.004067829344421625,160.57882452011108,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,764.9158600548026,3.716399854245111,0.011352336965501308,160.58007764816284,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,818.7913058483936,3.716399854245111,0.011401418596506119,160.58056807518005,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,692.9385458500669,3.716399854245111,0.010622522793710232,160.56893110275269,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,685.5446342662316,3.716399854245111,0.011838671751320362,160.5714008808136,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,577.4354540558065,3.716399854245111,0.010486692190170288,160.57346320152283,0.001,3,256,3,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,145.6643971720214,3.716399854245111,0.0022176033817231655,160.58230662345886,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,207.64567384119812,3.716399854245111,0.002553468570113182,160.57319259643555,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,129.19629298443775,3.716399854245111,0.002316257217898965,160.57005047798157,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,104.11905564968207,3.716399854245111,0.0021980085875838995,160.5749740600586,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,112.7858452037316,3.716399854245111,0.0023416343610733747,160.57403564453125,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,301.45423621569614,3.716399854245111,0.004786355420947075,160.57990145683289,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,387.2631750962182,3.716399854245111,0.005668140947818756,160.57403540611267,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,283.8607045368976,3.716399854245111,0.004771524108946323,160.5694236755371,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,262.1534026731928,3.716399854245111,0.00470455177128315,160.57098960876465,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,312.5746096364625,3.716399854245111,0.005061505828052759,160.58050084114075,0.001,3,256,3,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,222.01346662692436,2.7951254270732466,0.0037846844643354416,102.39918994903564,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,1.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,306.07514432730926,2.7951254270732466,0.004799435380846262,102.35117793083191,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,1.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,256.21844147423025,2.7951254270732466,0.004520684015005827,102.34781789779663,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,1.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,202.13827837391233,2.7951254270732466,0.0038122523110359907,102.34890389442444,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,1.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,242.4649156521921,2.7951254270732466,0.004437348339706659,102.3500554561615,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,1.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,710.0310813566767,2.7951254270732466,0.01048360951244831,102.3888463973999,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,961.0953632237282,2.7951254270732466,0.013698868453502655,102.35200929641724,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,776.0876540014224,2.7951254270732466,0.012113320641219616,102.35013794898987,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,617.4054538466365,2.7951254270732466,0.010535470210015774,102.34788799285889,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,578.3812031982095,2.7951254270732466,0.010533538646996021,102.3484992980957,0.001,3,256,4,1,cuda,1000,256.0,1.0,1.0,6.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,144.3930278405288,2.7951254270732466,0.0022553240414708853,102.35291361808777,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,1.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,201.05342725066933,2.7951254270732466,0.0025437993463128805,102.38513565063477,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,1.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,128.78448952058233,2.7951254270732466,0.002199065638706088,102.34723854064941,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,1.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,107.1931188294846,2.7951254270732466,0.002241506241261959,102.34821248054504,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,1.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,116.46012435157296,2.7951254270732466,0.0023291439283639193,102.34792590141296,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,1.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,321.7410775916165,2.7951254270732466,0.005014080088585615,102.35196781158447,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,373.5351261818106,2.7951254270732466,0.00542624993249774,102.34974479675293,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,275.9199780894411,2.7951254270732466,0.004725289531052113,102.34688687324524,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,277.2037577392905,2.7951254270732466,0.004797555506229401,102.34890675544739,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,268.7798341804719,2.7951254270732466,0.00462357560172677,102.34947037696838,0.001,3,256,4,1,cuda,1000,256.0,1.0,6.0,6.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,232.58826713102408,2.7951254270732466,0.003621283918619156,204.71252393722534,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,269.5538390541332,2.7951254270732466,0.0038890892174094915,204.6996865272522,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,184.7507268657965,2.7951254270732466,0.0034175249747931957,204.6939935684204,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,192.30685240963857,2.7951254270732466,0.0036608560476452112,204.69504070281982,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,213.66659476447455,2.7951254270732466,0.004129122942686081,204.701327085495,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,1.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,678.1037261023259,2.7951254270732466,0.009741896763443947,204.70453357696533,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,714.4982939570783,2.7951254270732466,0.010044225491583347,204.69802737236023,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,731.5245735546353,2.7951254270732466,0.01134664099663496,204.7246778011322,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,604.595461272172,2.7951254270732466,0.010226300917565823,204.70886182785034,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,609.0414875648427,2.7951254270732466,0.011277065612375736,204.69701623916626,0.001,3,256,4,1,cuda,2000,256.0,1.0,1.0,6.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,101.24795013386881,2.7951254270732466,0.002033438067883253,204.71351647377014,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,142.38944580404953,2.7951254270732466,0.002345550339668989,204.69711232185364,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,117.98822242093374,2.7951254270732466,0.0021199053153395653,204.69966959953308,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,84.37753487909973,2.7951254270732466,0.0019862724002450705,204.69480538368225,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,104.63430414365797,2.7951254270732466,0.0021893831435590982,204.70336961746216,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,1.0
GaborNetwork,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,276.7497751422356,2.7951254270732466,0.004507720470428467,204.70357155799866,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,341.72161955112114,2.7951254270732466,0.005189072340726852,204.69517159461975,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,294.54040249539827,2.7951254270732466,0.0049163708463311195,204.69247126579285,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,262.46720606383866,2.7951254270732466,0.0045991274528205395,204.69283628463745,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,6.0
GaborNetwork,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,282.74232738244643,2.7951254270732466,0.004773377440869808,204.6978259086609,0.001,3,256,4,1,cuda,2000,256.0,1.0,6.0,6.0
