model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,sample_fraction,outermost_linear,first_omega_zero,hidden_omega_zero
SIREN,15,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,303.4232424489625,22.721758502896183,0.0071743144653737545,5.931130647659302,0.001,3,128,3,1,cuda,1000,0.5,True,100,45
SIREN,16,outer/12-2_3-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,303.5071797607095,22.721758502896183,0.006974442396312952,5.9302239418029785,0.001,3,128,3,1,cuda,1000,0.5,True,100,45
SIREN,17,outer/12-2_4-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,305.5540390729585,22.721758502896183,0.007355762645602226,5.932324409484863,0.001,3,128,3,1,cuda,1000,0.5,True,100,45
SIREN,18,outer/12-2_5-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,276.81639709881193,22.721758502896183,0.006662976462393999,5.932277679443359,0.001,3,128,3,1,cuda,1000,0.5,True,100,45
SIREN,19,outer/12-2_6-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,312.54340408509034,22.721758502896183,0.007627679966390133,5.929855823516846,0.001,3,128,3,1,cuda,1000,0.5,True,100,45
SIREN,20,outer/12-2_7-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,317.778960895666,22.721758502896183,0.00771012669429183,5.932810068130493,0.001,3,128,3,1,cuda,1000,0.5,True,100,45
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,296.86605013805223,22.721758502896183,0.00704146595671773,6.863010883331299,0.001,3,128,3,1,cuda,1000,0.6,True,100,45
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,391.1608988035475,22.721758502896183,0.008381465449929237,6.880448579788208,0.001,3,128,3,1,cuda,1000,0.6,True,100,45
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,298.4989646084337,22.721758502896183,0.007167590316385031,6.863577365875244,0.001,3,128,3,1,cuda,1000,0.6,True,100,45
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,284.8139249707162,22.721758502896183,0.007028339430689812,6.86304497718811,0.001,3,128,3,1,cuda,1000,0.6,True,100,45
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,277.9542309864458,22.721758502896183,0.007023529149591923,6.871132135391235,0.001,3,128,3,1,cuda,1000,0.6,True,100,45
