model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,104.01148343373494,15.244594136755884,0.0016704483423382044,27.54058814048767,0.001,3,128,4,1,cuda,2000,True,80,15
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,128.83684477493307,15.244594136755884,0.001979243941605091,27.550602436065674,0.001,3,128,4,1,cuda,2000,True,80,15
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,165.82484756735275,15.244594136755884,0.0021298069041222334,27.55304741859436,0.001,3,128,4,1,cuda,2000,True,80,30
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,163.8656357199632,15.244594136755884,0.0021766703575849533,27.541280031204224,0.001,3,128,4,1,cuda,2000,True,80,30
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,150.72437144410978,15.244594136755884,0.0022572879679501057,27.550209999084473,0.001,3,128,4,1,cuda,2000,True,80,30
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,93.38154440679384,15.244594136755884,0.0015366465086117387,27.579919576644897,0.001,3,128,4,1,cuda,2000,True,80,30
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,118.18198967745984,15.244594136755884,0.0016730319475755095,27.548010110855103,0.001,3,128,4,1,cuda,2000,True,80,30
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,170.34992705195782,15.244594136755884,0.0019358069403097034,27.559834718704224,0.001,3,128,4,1,cuda,2000,True,80,45
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,248.33728664658634,15.244594136755884,0.002659357152879238,27.556626081466675,0.001,3,128,4,1,cuda,2000,True,80,45
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,200.1094325217537,15.244594136755884,0.002263405593112111,27.55522322654724,0.001,3,128,4,1,cuda,2000,True,80,45
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,193.77860399933067,15.244594136755884,0.0021131993271410465,27.669917345046997,0.001,3,128,4,1,cuda,2000,True,80,45
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,171.1618936684237,15.244594136755884,0.00227744085714221,27.567811012268066,0.001,3,128,4,1,cuda,2000,True,80,45
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,119.60866512926707,15.244594136755884,0.0016035139560699463,27.586718320846558,0.001,3,128,4,1,cuda,2000,True,100,15
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,145.91696604124832,15.244594136755884,0.0018111647805199027,27.565857410430908,0.001,3,128,4,1,cuda,2000,True,100,15
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,120.22205357889892,15.244594136755884,0.001623696880415082,27.543386697769165,0.001,3,128,4,1,cuda,2000,True,100,15
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,115.99550284471218,15.244594136755884,0.0015969190280884504,27.546143054962158,0.001,3,128,4,1,cuda,2000,True,100,15
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,126.84333819653614,15.244594136755884,0.0018173165153712034,27.546722888946533,0.001,3,128,4,1,cuda,2000,True,100,15
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,127.49336669595047,15.244594136755884,0.0019054542062804103,27.54756808280945,0.001,3,128,4,1,cuda,2000,True,100,30
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,182.19104281710173,15.244594136755884,0.0019860793836414814,27.5515034198761,0.001,3,128,4,1,cuda,2000,True,100,30
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,112.14523458417001,15.244594136755884,0.0016407533548772335,27.549108505249023,0.001,3,128,4,1,cuda,2000,True,100,30
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,122.42304635207496,15.244594136755884,0.001856333459727466,27.58311128616333,0.001,3,128,4,1,cuda,2000,True,100,30
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,95.48940553882196,15.244594136755884,0.0014398304047062993,27.59248995780945,0.001,3,128,4,1,cuda,2000,True,100,30
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,243.39455739625168,15.244594136755884,0.0022666810546070337,27.588579893112183,0.001,3,128,4,1,cuda,2000,True,100,45
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,184.46482414031124,15.244594136755884,0.0022883941419422626,27.549154043197632,0.001,3,128,4,1,cuda,2000,True,100,45
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,125.47984777652276,15.244594136755884,0.0018201149068772793,27.54575800895691,0.001,3,128,4,1,cuda,2000,True,100,45
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,126.93730651773761,15.244594136755884,0.001736850943416357,27.544210195541382,0.001,3,128,4,1,cuda,2000,True,100,45
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,178.7108891294344,15.244594136755884,0.0021853444632142782,27.55483078956604,0.001,3,128,4,1,cuda,2000,True,100,45
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,127.612257624247,15.244594136755884,0.0014340041670948267,27.547617197036743,0.001,3,128,4,1,cuda,2000,True,120,15
