model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,zero_fraction,refresh_interval,outermost_linear
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,479.4872314779953,22.721758502896183,0.007847451604902744,20.351706981658936,0.001,3,128,3,1,cuda,2000,1.0,1000,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,395.327101374247,22.721758502896183,0.006927839480340481,20.389623641967773,0.001,3,128,3,1,cuda,2000,1.0,1000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,377.8708296728581,22.721758502896183,0.007209655828773975,20.413246870040894,0.001,3,128,3,1,cuda,2000,1.0,1000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,363.50356634872827,22.721758502896183,0.007291731424629688,20.379822969436646,0.001,3,128,3,1,cuda,2000,1.0,1000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1073.4993659533968,22.721758502896183,0.018699247390031815,20.390069246292114,0.001,3,128,3,1,cuda,2000,1.0,1000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2103.3749006442436,22.721758502896183,0.024636588990688324,20.463125944137573,0.001,3,128,3,1,cuda,2000,1.0,1000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,3904.485145007112,22.721758502896183,0.08493810147047043,20.395190715789795,0.001,3,128,3,1,cuda,2000,1.0,1000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4737.993936684237,22.721758502896183,0.0772598534822464,20.441017389297485,0.001,3,128,3,1,cuda,2000,1.0,1000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,6529.753745450552,22.721758502896183,0.11847636848688126,20.43300485610962,0.001,3,128,3,1,cuda,2000,1.0,1000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,619.7431392235609,15.244594136755884,0.01515777874737978,3.5564165115356445,0.001,3,128,4,1,cuda,1000,0.1,1,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,733.757718373494,15.244594136755884,0.01627768762409687,3.767613172531128,0.001,3,128,4,1,cuda,1000,0.1,1,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,587.682491685492,15.244594136755884,0.015217205509543419,3.5355963706970215,0.001,3,128,4,1,cuda,1000,0.1,1,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,563.8121352597891,15.244594136755884,0.015085113234817982,3.535247325897217,0.001,3,128,4,1,cuda,1000,0.1,1,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,601.3106475380689,15.244594136755884,0.015581720508635044,3.5660321712493896,0.001,3,128,4,1,cuda,1000,0.1,1,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,6637.525887403782,15.244594136755884,0.08994797617197037,3.6928343772888184,0.001,3,128,4,1,cuda,1000,0.1,1,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,16195.8119182459,15.244594136755884,0.2206600457429886,3.773859977722168,0.001,3,128,4,1,cuda,1000,0.1,1,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,12096.394459347808,15.244594136755884,0.16218574345111847,3.562779188156128,0.001,3,128,4,1,cuda,1000,0.1,1,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,9600.623981603498,15.244594136755884,0.12698562443256378,3.5632896423339844,0.001,3,128,4,1,cuda,1000,0.1,1,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,9254.243888313671,15.244594136755884,0.13092395663261414,3.6809914112091064,0.001,3,128,4,1,cuda,1000,0.1,1,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,440.783991434488,15.244594136755884,0.009763477370142937,4.549088954925537,0.001,3,128,4,1,cuda,1000,0.1,10,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,519.4705331743642,15.244594136755884,0.011222482658922672,4.765528440475464,0.001,3,128,4,1,cuda,1000,0.1,10,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,472.68414282128515,15.244594136755884,0.010129023343324661,4.480712890625,0.001,3,128,4,1,cuda,1000,0.1,10,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,428.3406346741131,15.244594136755884,0.00980761181563139,4.474411725997925,0.001,3,128,4,1,cuda,1000,0.1,10,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,408.6943921519411,15.244594136755884,0.009407048113644123,4.582568645477295,0.001,3,128,4,1,cuda,1000,0.1,10,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,9474.207409063336,15.244594136755884,0.15109598636627197,4.581929445266724,0.001,3,128,4,1,cuda,1000,0.1,10,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,7741.180898071452,15.244594136755884,0.11318730562925339,4.767403841018677,0.001,3,128,4,1,cuda,1000,0.1,10,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,973.7872453355087,15.244594136755884,0.017322417348623276,4.50427770614624,0.001,3,128,4,1,cuda,1000,0.1,10,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1031.4973945260208,15.244594136755884,0.019716601818799973,4.530797004699707,0.001,3,128,4,1,cuda,1000,0.1,10,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,5290.121692499163,15.244594136755884,0.07338854670524597,4.59204363822937,0.001,3,128,4,1,cuda,1000,0.1,10,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,508.11692603748327,15.244594136755884,0.012589427642524242,3.6344616413116455,0.001,3,128,4,1,cuda,1000,0.1,100,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,629.3063124895415,15.244594136755884,0.013917731121182442,3.8688223361968994,0.001,3,128,4,1,cuda,1000,0.1,100,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,514.6918625020917,15.244594136755884,0.013002609834074974,3.596414089202881,0.001,3,128,4,1,cuda,1000,0.1,100,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,554.3309697121821,15.244594136755884,0.013912673108279705,3.6480841636657715,0.001,3,128,4,1,cuda,1000,0.1,100,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,485.17913058483936,15.244594136755884,0.012538679875433445,3.650869131088257,0.001,3,128,4,1,cuda,1000,0.1,100,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2476.933464326054,15.244594136755884,0.03339799493551254,3.651310920715332,0.001,3,128,4,1,cuda,1000,0.1,100,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4477.759285841282,15.244594136755884,0.06183399632573128,3.856450080871582,0.001,3,128,4,1,cuda,1000,0.1,100,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,12484.461231645331,15.244594136755884,0.19323064386844635,3.611039638519287,0.001,3,128,4,1,cuda,1000,0.1,100,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,3696.6349800242638,15.244594136755884,0.05340576171875,3.6292564868927,0.001,3,128,4,1,cuda,1000,0.1,100,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,5350.308232931727,15.244594136755884,0.07323139905929565,3.7314112186431885,0.001,3,128,4,1,cuda,1000,0.1,100,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,583.5945356948628,15.244594136755884,0.013614825904369354,3.5767223834991455,0.001,3,128,4,1,cuda,1000,0.1,500,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,682.2598806685073,15.244594136755884,0.015866562724113464,3.781550407409668,0.001,3,128,4,1,cuda,1000,0.1,500,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,555.2230183755856,15.244594136755884,0.014567906036973,3.5214147567749023,0.001,3,128,4,1,cuda,1000,0.1,500,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,546.373577643909,15.244594136755884,0.014636321924626827,3.5518341064453125,0.001,3,128,4,1,cuda,1000,0.1,500,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,525.3975733663822,15.244594136755884,0.013978981412947178,3.6118197441101074,0.001,3,128,4,1,cuda,1000,0.1,500,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,6053.068155434237,15.244594136755884,0.07377811521291733,3.5840108394622803,0.001,3,128,4,1,cuda,1000,0.1,500,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,5657.872001024933,15.244594136755884,0.0741109773516655,3.880999803543091,0.001,3,128,4,1,cuda,1000,0.1,500,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4949.966118379769,15.244594136755884,0.06705630570650101,3.592404842376709,0.001,3,128,4,1,cuda,1000,0.1,500,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4864.22410344503,15.244594136755884,0.06799060851335526,3.573404550552368,0.001,3,128,4,1,cuda,1000,0.1,500,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,3042.4889388282295,15.244594136755884,0.061032552272081375,3.5976288318634033,0.001,3,128,4,1,cuda,1000,0.1,500,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,577.6932913947456,15.244594136755884,0.01434788852930069,3.6600351333618164,0.001,3,128,4,1,cuda,1000,0.1,1000,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,638.0200737847222,15.244594136755884,0.01610223576426506,3.903799295425415,0.001,3,128,4,1,cuda,1000,0.1,1000,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,583.0720512257362,15.244594136755884,0.015081416815519333,3.5557138919830322,0.001,3,128,4,1,cuda,1000,0.1,1000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,562.8841943294009,15.244594136755884,0.0147678442299366,3.50727915763855,0.001,3,128,4,1,cuda,1000,0.1,1000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,542.9267826514391,15.244594136755884,0.014597790315747261,3.6501262187957764,0.001,3,128,4,1,cuda,1000,0.1,1000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,6771.46441364416,15.244594136755884,0.11876959353685379,3.583425760269165,0.001,3,128,4,1,cuda,1000,0.1,1000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,8059.900927930472,15.244594136755884,0.09915798157453537,3.780177116394043,0.001,3,128,4,1,cuda,1000,0.1,1000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,7770.2099374058735,15.244594136755884,0.10233616083860397,3.562506914138794,0.001,3,128,4,1,cuda,1000,0.1,1000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,11268.980489667001,15.244594136755884,0.1444658786058426,3.6091690063476562,0.001,3,128,4,1,cuda,1000,0.1,1000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2490.910382415077,15.244594136755884,0.042390502989292145,3.5951642990112305,0.001,3,128,4,1,cuda,1000,0.1,1000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,348.02591355003347,15.244594136755884,0.006116614677011967,8.305203676223755,0.001,3,128,4,1,cuda,1000,0.5,1,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,354.68582925451807,15.244594136755884,0.006763041950762272,8.312659740447998,0.001,3,128,4,1,cuda,1000,0.5,1,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,335.18476510207495,15.244594136755884,0.006547635421156883,8.266089677810669,0.001,3,128,4,1,cuda,1000,0.5,1,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,307.40333730756356,15.244594136755884,0.00650757597759366,8.194872617721558,0.001,3,128,4,1,cuda,1000,0.5,1,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,297.74607414031124,15.244594136755884,0.00641346350312233,8.2708158493042,0.001,3,128,4,1,cuda,1000,0.5,1,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4102.429696651188,15.244594136755884,0.05118419975042343,8.249516248703003,0.001,3,128,4,1,cuda,1000,0.5,1,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1286.9114413382697,15.244594136755884,0.020116524770855904,8.366203784942627,0.001,3,128,4,1,cuda,1000,0.5,1,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2043.9917652380354,15.244594136755884,0.04066382348537445,8.255609035491943,0.001,3,128,4,1,cuda,1000,0.5,1,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2344.8496525163155,15.244594136755884,0.03371385112404823,8.251160144805908,0.001,3,128,4,1,cuda,1000,0.5,1,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1594.9552533048861,15.244594136755884,0.022584304213523865,8.31456470489502,0.001,3,128,4,1,cuda,1000,0.5,1,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,416.5716485734605,15.244594136755884,0.006627840921282768,9.347727298736572,0.001,3,128,4,1,cuda,1000,0.5,10,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,367.6962929844378,15.244594136755884,0.006484705023467541,9.40221881866455,0.001,3,128,4,1,cuda,1000,0.5,10,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,272.45072738872153,15.244594136755884,0.005170602351427078,9.315250396728516,0.001,3,128,4,1,cuda,1000,0.5,10,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,306.09696598895584,15.244594136755884,0.006394102703779936,9.358334064483643,0.001,3,128,4,1,cuda,1000,0.5,10,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,281.5801748661312,15.244594136755884,0.005743884481489658,9.337839841842651,0.001,3,128,4,1,cuda,1000,0.5,10,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4443.980060868474,15.244594136755884,0.0659848302602768,9.383578300476074,0.001,3,128,4,1,cuda,1000,0.5,10,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1401.583661468792,15.244594136755884,0.019896021112799644,9.403740644454956,0.001,3,128,4,1,cuda,1000,0.5,10,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,567.2542879852745,15.244594136755884,0.0092128561809659,9.354937553405762,0.001,3,128,4,1,cuda,1000,0.5,10,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1611.9491233161814,15.244594136755884,0.023943720385432243,9.368095636367798,0.001,3,128,4,1,cuda,1000,0.5,10,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,652.668219754016,15.244594136755884,0.012399577535688877,9.4139723777771,0.001,3,128,4,1,cuda,1000,0.5,10,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,332.0805409136546,15.244594136755884,0.005801336374133825,8.32677435874939,0.001,3,128,4,1,cuda,1000,0.5,100,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,346.1026920180723,15.244594136755884,0.0060274782590568066,8.385397911071777,0.001,3,128,4,1,cuda,1000,0.5,100,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,343.5987125585676,15.244594136755884,0.006485973484814167,8.308122396469116,0.001,3,128,4,1,cuda,1000,0.5,100,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,266.9231692394578,15.244594136755884,0.005760780069977045,8.298521995544434,0.001,3,128,4,1,cuda,1000,0.5,100,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,288.9933601593876,15.244594136755884,0.006383921485394239,8.384599685668945,0.001,3,128,4,1,cuda,1000,0.5,100,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1322.1676510730422,15.244594136755884,0.017252251505851746,8.341894149780273,0.001,3,128,4,1,cuda,1000,0.5,100,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,3339.475287870231,15.244594136755884,0.04977906122803688,8.424145221710205,0.001,3,128,4,1,cuda,1000,0.5,100,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,8489.06965492177,15.244594136755884,0.14879219233989716,8.363574743270874,0.001,3,128,4,1,cuda,1000,0.5,100,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2086.1912885918673,15.244594136755884,0.033215880393981934,8.310620307922363,0.001,3,128,4,1,cuda,1000,0.5,100,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2533.6225827790327,15.244594136755884,0.03834521025419235,8.419607639312744,0.001,3,128,4,1,cuda,1000,0.5,100,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,310.16755694653614,15.244594136755884,0.005623890087008476,8.242796659469604,0.001,3,128,4,1,cuda,1000,0.5,500,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,395.7865106258367,15.244594136755884,0.006788322702050209,8.362531185150146,0.001,3,128,4,1,cuda,1000,0.5,500,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,306.2787491110274,15.244594136755884,0.006133449729532003,8.209453821182251,0.001,3,128,4,1,cuda,1000,0.5,500,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,341.33569564717203,15.244594136755884,0.006775686051696539,8.258080244064331,0.001,3,128,4,1,cuda,1000,0.5,500,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,281.87783033174367,15.244594136755884,0.006242444273084402,8.336467742919922,0.001,3,128,4,1,cuda,1000,0.5,500,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2632.0367655517907,15.244594136755884,0.032773759216070175,8.261500120162964,0.001,3,128,4,1,cuda,1000,0.5,500,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1389.8277027380354,15.244594136755884,0.02333563193678856,8.380515813827515,0.001,3,128,4,1,cuda,1000,0.5,500,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,9648.273351217369,15.244594136755884,0.15026772022247314,8.227354526519775,0.001,3,128,4,1,cuda,1000,0.5,500,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1412.1479302627176,15.244594136755884,0.026657557114958763,8.224909782409668,0.001,3,128,4,1,cuda,1000,0.5,500,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4881.314594314759,15.244594136755884,0.06656552851200104,8.311972379684448,0.001,3,128,4,1,cuda,1000,0.5,500,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,287.972844503012,15.244594136755884,0.005715667735785246,8.229923248291016,0.001,3,128,4,1,cuda,1000,0.5,1000,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,325.4668034115629,15.244594136755884,0.0058385590091347694,8.322771549224854,0.001,3,128,4,1,cuda,1000,0.5,1000,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,296.6145676455823,15.244594136755884,0.006034291815012693,8.202905654907227,0.001,3,128,4,1,cuda,1000,0.5,1000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,310.5197378053882,15.244594136755884,0.00644606351852417,8.202397346496582,0.001,3,128,4,1,cuda,1000,0.5,1000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,295.36081304384203,15.244594136755884,0.006556259468197823,8.33239197731018,0.001,3,128,4,1,cuda,1000,0.5,1000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,4214.750921655372,15.244594136755884,0.07096973806619644,8.248063325881958,0.001,3,128,4,1,cuda,1000,0.5,1000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,5529.522343279367,15.244594136755884,0.07671232521533966,8.324419260025024,0.001,3,128,4,1,cuda,1000,0.5,1000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2200.358718729083,15.244594136755884,0.039712950587272644,8.215929746627808,0.001,3,128,4,1,cuda,1000,0.5,1000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,5356.020652924197,15.244594136755884,0.08782413601875305,8.235722064971924,0.001,3,128,4,1,cuda,1000,0.5,1000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2724.3061621485945,15.244594136755884,0.04392295330762863,8.268418073654175,0.001,3,128,4,1,cuda,1000,0.5,1000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,350.25034905245985,15.244594136755884,0.00615515373647213,13.904973983764648,0.001,3,128,4,1,cuda,1000,1.0,1,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,347.927687311747,15.244594136755884,0.005930628161877394,13.85551404953003,0.001,3,128,4,1,cuda,1000,1.0,1,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,304.1058870900268,15.244594136755884,0.005417701322585344,13.883004188537598,0.001,3,128,4,1,cuda,1000,1.0,1,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,246.04341323627844,15.244594136755884,0.004913771990686655,13.855829000473022,0.001,3,128,4,1,cuda,1000,1.0,1,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,275.2424842599565,15.244594136755884,0.005685823038220406,13.880614757537842,0.001,3,128,4,1,cuda,1000,1.0,1,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2193.86304854836,15.244594136755884,0.0344315841794014,13.858656644821167,0.001,3,128,4,1,cuda,1000,1.0,1,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,921.9496736947791,15.244594136755884,0.015257708728313446,13.846965789794922,0.001,3,128,4,1,cuda,1000,1.0,1,False
