model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,outermost_linear
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1263.2043368787652,628.5357436318817,0.02279268391430378,3.824876070022583,0.001,3,32,2,1,cuda,2000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1236.7029981906794,628.5357436318817,0.023110998794436455,3.834721088409424,0.001,3,32,2,1,cuda,2000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1500.2373321410641,628.5357436318817,0.024339953437447548,3.867959976196289,0.001,3,32,2,1,cuda,2000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1931.4876641984606,628.5357436318817,0.04585087671875954,3.872314214706421,0.001,3,32,2,1,cuda,2000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1500.9917626234103,628.5357436318817,0.035716380923986435,3.8671343326568604,0.001,3,32,2,1,cuda,2000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1330.4712783425368,628.5357436318817,0.02399120107293129,3.886263847351074,0.001,3,32,2,1,cuda,2000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1296.8540960717871,628.5357436318817,0.024338677525520325,3.882040023803711,0.001,3,32,2,1,cuda,2000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1475.935264495482,336.5279366476023,0.023845689371228218,0.28798556327819824,0.001,3,32,3,1,cuda,100,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1730.2534107785307,336.5279366476023,0.026121050119400024,0.28795933723449707,0.001,3,32,3,1,cuda,100,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1323.0889743871319,336.5279366476023,0.02221330814063549,0.28659510612487793,0.001,3,32,3,1,cuda,100,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1303.6026606425703,336.5279366476023,0.02340422011911869,0.2870795726776123,0.001,3,32,3,1,cuda,100,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1204.1445220988119,336.5279366476023,0.0226502176374197,0.2869138717651367,0.001,3,32,3,1,cuda,100,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1773.4786620440093,336.5279366476023,0.05475931614637375,0.289304256439209,0.001,3,32,3,1,cuda,100,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,3089.925156354585,336.5279366476023,0.04080859571695328,0.289400577545166,0.001,3,32,3,1,cuda,100,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1745.8498368473895,336.5279366476023,0.06428781896829605,0.2888755798339844,0.001,3,32,3,1,cuda,100,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1412.5297478978414,336.5279366476023,0.02801606059074402,0.2889833450317383,0.001,3,32,3,1,cuda,100,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,3899.5533671142907,336.5279366476023,0.04962880164384842,0.2881033420562744,0.001,3,32,3,1,cuda,100,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1299.6473733475568,336.5279366476023,0.021136192604899406,1.4208548069000244,0.001,3,32,3,1,cuda,500,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1524.941710853832,336.5279366476023,0.023129627108573914,1.4330425262451172,0.001,3,32,3,1,cuda,500,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1217.0218948711513,336.5279366476023,0.020639395341277122,1.4227135181427002,0.001,3,32,3,1,cuda,500,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1140.0651891419845,336.5279366476023,0.02066231518983841,1.4332659244537354,0.001,3,32,3,1,cuda,500,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1096.9779391001507,336.5279366476023,0.0208420529961586,1.4213662147521973,0.001,3,32,3,1,cuda,500,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2563.5861309822626,336.5279366476023,0.04421868920326233,1.4359450340270996,0.001,3,32,3,1,cuda,500,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1858.237351750753,336.5279366476023,0.03618862107396126,1.4313197135925293,0.001,3,32,3,1,cuda,500,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1468.0862120356426,336.5279366476023,0.024611961096525192,1.4315414428710938,0.001,3,32,3,1,cuda,500,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1322.91441678171,336.5279366476023,0.023925162851810455,1.4326114654541016,0.001,3,32,3,1,cuda,500,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1308.4528883764224,336.5279366476023,0.024597257375717163,1.4326064586639404,0.001,3,32,3,1,cuda,500,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1271.2749435240964,336.5279366476023,0.0208846814930439,2.836090326309204,0.001,3,32,3,1,cuda,1000,True
