model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,sample_fraction,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,15,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,332.64082763345044,22.721758502896183,0.0079796938225626,5.954759836196899,0.001,128,3,0.2,2000,True,100,45,34.977759962235595
SIREN,16,outer/12-2_3-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,326.5368348393574,22.721758502896183,0.0073405806906521,5.972805023193359,0.001,128,3,0.2,2000,True,100,45,35.05819370000823
SIREN,17,outer/12-2_4-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,306.427913476824,22.721758502896183,0.0070578996092081,5.965313911437988,0.001,128,3,0.2,2000,True,100,45,35.33423224762161
SIREN,18,outer/12-2_5-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,314.4907010855924,22.721758502896183,0.0073802736587822,5.984665870666504,0.001,128,3,0.2,2000,True,100,45,35.221437400888846
SIREN,19,outer/12-2_6-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,334.4093130333835,22.721758502896183,0.0081615997478365,5.976396560668945,0.001,128,3,0.2,2000,True,100,45,34.95473185075804
SIREN,20,outer/12-2_7-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,337.4905298276439,22.721758502896183,0.0081392647698521,5.954909086227417,0.001,128,3,0.2,2000,True,100,45,34.91489957974271
SIREN,21,outer/12-2_8-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,323.51796508952475,22.721758502896183,0.0073975673876702,5.968438386917114,0.001,128,3,0.2,2000,True,100,45,35.09853146536357
SIREN,22,outer/12-2_9-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,399.3344275539658,22.721758502896183,0.0091379294171929,5.9958336353302,0.001,128,3,0.2,2000,True,100,45,34.1841479541677
SIREN,23,outer/12-2_10-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,379.61268380814926,22.721758502896183,0.0088850483298301,5.958868741989136,0.001,128,3,0.2,2000,True,100,45,34.40410833905773
SIREN,24,outer/12-2_11-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,293.9861725548025,22.721758502896183,0.0070590167306363,5.963879823684692,0.001,128,3,0.2,2000,True,100,45,35.514246446283025
SIREN,25,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,251.1409465988956,22.721758502896183,0.0058577866293489,5.951141119003296,0.001,128,3,0.2,2000,True,100,45,36.19834021907639
SIREN,26,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,263.9371261086011,22.721758502896183,0.0055404817685484,5.95326828956604,0.001,128,3,0.2,2000,True,100,45,35.98251065216052
SIREN,27,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,223.50082883617804,22.721758502896183,0.00447419565171,5.952030658721924,0.001,128,3,0.2,2000,True,100,45,36.70472410747407
SIREN,28,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,210.91820668089025,22.721758502896183,0.0048502432182431,5.941546440124512,0.001,128,3,0.2,2000,True,100,45,36.95637478654149
SIREN,29,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,272.2898050535475,22.721758502896183,0.006134561728686,5.950669527053833,0.001,128,3,0.2,2000,True,100,45,35.84720167771873
SIREN,30,outer/12-2_5-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,236.4717306726908,22.721758502896183,0.0058646774850785,5.938060283660889,0.001,128,3,0.2,2000,True,100,45,36.459723189011925
SIREN,31,outer/12-2_6-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,227.3453279262885,22.721758502896183,0.005446036811918,5.98223090171814,0.001,128,3,0.2,2000,True,100,45,36.63065515128892
SIREN,32,outer/12-2_7-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,315.2585929656124,22.721758502896183,0.0062602148391306,5.953725099563599,0.001,128,3,0.2,2000,True,100,45,35.210846158480976
SIREN,33,outer/12-2_8-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,246.76608648134203,22.721758502896183,0.0057723824866116,5.947686433792114,0.001,128,3,0.2,2000,True,100,45,36.274660751970046
SIREN,34,outer/12-2_9-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,195.59307542670683,22.721758502896183,0.0041313394904136,5.94259786605835,0.001,128,3,0.2,2000,True,100,45,37.283980733523364
SIREN,35,outer/12-2_10-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,199.1492754873661,22.721758502896183,0.0045977686531841,5.96931529045105,0.001,128,3,0.2,2000,True,100,45,37.20572817998702
SIREN,36,outer/12-2_11-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,193.5698170285308,22.721758502896183,0.0044563375413417,5.957983493804932,0.001,128,3,0.2,2000,True,100,45,37.329139092238435
SIREN,37,outer/12-2_0-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,173.27623384161646,22.721758502896183,0.0037040847819298,5.947159290313721,0.001,128,3,0.2,2000,True,100,45,37.810125487724264
SIREN,38,outer/12-2_1-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,198.9907154660308,22.721758502896183,0.004988775588572,5.981848955154419,0.001,128,3,0.2,2000,True,100,45,37.20918735251536
SIREN,39,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,214.47126265478585,22.721758502896183,0.0050226706080138,6.005455017089844,0.001,128,3,0.2,2000,True,100,45,36.883824401556836
