model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,sample_fraction,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,352.36644886839025,22.721758502896183,0.0078250914812088,1.8446412086486816,0.001,128,3,0.1,1000,True,100,45,34.72756999098026
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,467.47823193816936,22.721758502896183,0.010484067723155,1.8508336544036863,0.001,128,3,0.1,1000,True,100,45,33.49990155952645
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,371.6034881714357,22.721758502896183,0.0086177857592701,1.8375663757324217,0.001,128,3,0.1,1000,True,100,45,34.49671766786453
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,354.5700105107932,22.721758502896183,0.0082271629944443,1.8485822677612305,0.001,128,3,0.1,1000,True,100,45,34.7004954852435
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,384.2321656417336,22.721758502896183,0.0090914350003004,1.860835552215576,0.001,128,3,0.1,1000,True,100,45,34.35157830157138
SIREN,6,outer/12-2_5-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,490.4499861424866,22.721758502896183,0.0111680598929524,1.841710090637207,0.001,128,3,0.1,1000,True,100,45,33.29156822167923
SIREN,7,outer/12-2_6-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,386.3051437520917,22.721758502896183,0.0086877327412366,1.829014778137207,0.001,128,3,0.1,1000,True,100,45,34.3282105784133
SIREN,8,outer/12-2_7-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,475.1734777652276,22.721758502896183,0.0109743634238839,1.83573055267334,0.001,128,3,0.1,1000,True,100,45,33.42899356654348
SIREN,9,outer/12-2_8-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,440.75303819444446,22.721758502896183,0.0095126163214445,1.8313605785369875,0.001,128,3,0.1,1000,True,100,45,33.755562341110235
SIREN,10,outer/12-2_9-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,567.3613425054384,22.721758502896183,0.0124093517661094,1.8223471641540527,0.001,128,3,0.1,1000,True,100,45,32.65891807205942
SIREN,11,outer/12-2_10-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,478.0551045327142,22.721758502896183,0.0112034622579813,1.8197720050811768,0.001,128,3,0.1,1000,True,100,45,33.40273588943345
SIREN,12,outer/12-2_11-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,411.1205956639057,22.721758502896183,0.0087525406852364,1.831117868423462,0.001,128,3,0.1,1000,True,100,45,34.0578231484946
SIREN,13,outer/12-2_0-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,401.6033822791165,22.721758502896183,0.0096795596182346,1.8538813591003416,0.001,128,3,0.1,1000,True,100,45,34.159541870131676
SIREN,14,outer/12-2_1-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,456.49691997155287,22.721758502896183,0.0096995020285248,1.830794334411621,0.001,128,3,0.1,1000,True,100,45,33.60313697113357
SIREN,15,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,384.7894808400268,22.721758502896183,0.0087979417294263,1.8445701599121092,0.001,128,3,0.1,1000,True,100,45,34.34528357739086
