model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,zero_fraction,refresh_interval,a,s,original_psnr
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,41.6658796644913,3.8504960811851583,0.0007182939443737,138.03236198425293,0.001,256,4,2000,1,1000,15,50,43.999709935330145
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,64.0099656438253,3.8504960811851583,0.000932207214646,137.99814438819885,0.001,256,4,2000,1,1000,15,50,42.13503954670832
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,54.62478037148595,3.8504960811851583,0.001080414513126,138.02543210983276,0.001,256,4,2000,1,1000,15,50,42.82361844942268
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,70.90029780580656,3.8504960811851583,0.0011185546172782,138.0776081085205,0.001,256,4,2000,1,1000,15,50,41.69103489392953
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,38.37569026104418,3.8504960811851583,0.0006773700006306,138.0330150127411,0.001,256,4,2000,1,1000,15,50,44.35695348585
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,100.7299889662818,3.8504960811851583,0.0013656491646543,138.0067846775055,0.001,256,4,2000,1,1000,30,15,40.16592762387788
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,213.7763397339357,3.8504960811851583,0.0021598280873149,137.95658326148987,0.001,256,4,2000,1,1000,30,15,36.89791911933651
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,94.24353926121152,3.8504960811851583,0.0014722471823915,137.9750165939331,0.001,256,4,2000,1,1000,30,15,40.45499961341554
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,128.92038466365463,3.8504960811851583,0.0020507206209003,138.05907368659973,0.001,256,4,2000,1,1000,30,15,39.09429956107267
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,100.53306193524097,3.8504960811851583,0.0014769630506634,137.97677302360535,0.001,256,4,2000,1,1000,30,15,40.17442638704662
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,48.30908137759371,3.8504960811851583,0.0006165094673633,138.0537326335907,0.001,256,4,2000,1,1000,30,30,43.35722769538387
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,69.86900204986613,3.8504960811851583,0.0008714314899407,138.073322057724,0.001,256,4,2000,1,1000,30,30,41.7546700856601
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,43.6105999518909,3.8504960811851583,0.0007139111403375,138.03356957435608,0.001,256,4,2000,1,1000,30,30,43.80159487454742
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,53.81269609688755,3.8504960811851583,0.0009217934566549,138.02346801757812,0.001,256,4,2000,1,1000,30,30,42.88866797369759
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,82.99070500753012,3.8504960811851583,0.0011934979120269,138.0423858165741,0.001,256,4,2000,1,1000,30,30,41.00722094824633
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,74.87864870942101,3.8504960811851583,0.0009185303351841,138.02766489982605,0.001,256,4,2000,1,1000,30,50,41.45393550421352
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,77.56799463478916,3.8504960811851583,0.0008357376791536,138.07050919532776,0.001,256,4,2000,1,1000,30,50,41.30068984992147
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,97.4027830070281,3.8504960811851583,0.0010688013862818,137.99696826934814,0.001,256,4,2000,1,1000,30,50,40.31180182983665
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,17.608778865461847,3.8504960811851583,0.0002901400148402,138.01112270355225,0.001,256,4,2000,1,1000,30,50,47.74022309232516
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,59.85695124246988,3.8504960811851583,0.0010645918082445,137.98927640914917,0.001,256,4,2000,1,1000,30,50,42.4263695608068
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,145.46014003932396,3.8504960811851583,0.0017519954126328,137.9941623210907,0.001,256,4,2000,1,1000,50,15,38.570075474217035
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,208.78394306392235,3.8504960811851583,0.0019916114397346,138.01343488693237,0.001,256,4,2000,1,1000,50,15,37.0005445341618
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,157.498304415579,3.8504960811851583,0.0018480137223377,137.95327186584473,0.001,256,4,2000,1,1000,50,15,38.22475666113988
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,209.4140089001841,3.8504960811851583,0.0024651607964187,137.95999789237976,0.001,256,4,2000,1,1000,50,15,36.98745818011914
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,215.7083267967704,3.8504960811851583,0.002878273371607,137.9673957824707,0.001,256,4,2000,1,1000,50,15,36.85884638657171
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,119.69795196410642,3.8504960811851583,0.0004824823699891,138.0045051574707,0.001,256,4,2000,1,1000,50,30,39.41664829089973
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,136.97722530747993,3.8504960811851583,0.0017240662127733,138.02590417861938,0.001,256,4,2000,1,1000,50,30,38.83103184132628
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,162.30909314340695,3.8504960811851583,0.0011433345498517,138.0378775596619,0.001,256,4,2000,1,1000,50,30,38.094086975090576
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,157.54157254016064,3.8504960811851583,0.001315300236456,138.04701685905457,0.001,256,4,2000,1,1000,50,30,38.223563725944004
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,153.57318074380856,3.8504960811851583,0.0013845008797943,138.03767681121826,0.001,256,4,2000,1,1000,50,30,38.33436169477458
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,117.87939518490629,3.8504960811851583,0.0013780392473563,137.9921464920044,0.001,256,4,2000,1,1000,50,50,39.48313649859745
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,246.38030376715196,3.8504960811851583,0.0026571869384497,138.02695488929749,0.001,256,4,2000,1,1000,50,50,36.28145562430316
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,56.46895394076305,3.8504960811851583,0.0006720269448123,138.0421919822693,0.001,256,4,2000,1,1000,50,50,42.679418060445926
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,83.84088829275436,3.8504960811851583,0.0007714971434324,138.05681347846985,0.001,256,4,2000,1,1000,50,50,40.96295677760575
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,93.33816777526772,3.8504960811851583,0.0011515585938468,137.99640464782715,0.001,256,4,2000,1,1000,50,50,40.49692277318668
