model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,zero_fraction,refresh_interval,a,s,original_psnr
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,133.0368060784806,3.8504960811851583,0.0019405864877626,137.94619917869568,0.001,256,4,2000,1,1000,15,15,38.957797388871214
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,128.44504319360777,3.8504960811851583,0.0018854332156479,138.0014021396637,0.001,256,4,2000,1,1000,15,15,39.11034199644686
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,94.93233088604416,3.8504960811851583,0.0014915373176336,137.9857850074768,0.001,256,4,2000,1,1000,15,15,40.423374044730366
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,101.65029257655624,3.8504960811851583,0.0016062135109677,137.97218537330627,0.001,256,4,2000,1,1000,15,15,40.12642915776298
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,108.598281145415,3.8504960811851583,0.0018764795968309,138.00353240966797,0.001,256,4,2000,1,1000,15,15,39.839285973169225
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,48.64365665788153,3.8504960811851583,0.0007647734018974,138.00420808792114,0.001,256,4,2000,1,1000,15,30,43.327253343393906
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,103.93378461763722,3.8504960811851583,0.0015142145566642,138.06023597717285,0.001,256,4,2000,1,1000,15,30,40.0299480690727
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,76.77534617637215,3.8504960811851583,0.0012166032101958,138.06409740447998,0.001,256,4,2000,1,1000,15,30,41.34529765434475
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,60.3782016085174,3.8504960811851583,0.0009552976116538,138.03974771499634,0.001,256,4,2000,1,1000,15,30,42.38871375540904
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,84.23281145414994,3.8504960811851583,0.0014737185556441,138.04326152801514,0.001,256,4,2000,1,1000,15,30,40.94270252306272
