model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,sample_fraction,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,9,outer/12-2_8-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,326.4096280957162,22.721758502896183,0.0073683112859725,8.847417831420898,0.001,128,3,1000,0.8,True,100,45,35.059885881240824
SIREN,10,outer/12-2_9-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,409.2728975799029,22.721758502896183,0.0094821816310286,8.715312719345093,0.001,128,3,1000,0.8,True,100,45,34.07738562541586
SIREN,11,outer/12-2_10-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,347.8129471009036,22.721758502896183,0.0084476331248879,8.71561861038208,0.001,128,3,1000,0.8,True,100,45,34.78405804482155
SIREN,12,outer/12-2_11-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,299.76229396753683,22.721758502896183,0.006496949121356,8.716676235198975,0.001,128,3,1000,0.8,True,100,45,35.42974545177108
SIREN,13,outer/12-2_0-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,334.5200345653447,22.721758502896183,0.0083011779934167,8.71842360496521,0.001,128,3,1000,0.8,True,100,45,34.95329415779479
SIREN,14,outer/12-2_1-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,343.8167513805221,22.721758502896183,0.0075845536775887,8.868715524673462,0.001,128,3,1000,0.8,True,100,45,34.83424516279652
SIREN,15,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,288.2893370356426,22.721758502896183,0.0070999851450324,8.755985021591187,0.001,128,3,1000,0.8,True,100,45,35.59922969341841
SIREN,16,outer/12-2_3-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,298.0121292461513,22.721758502896183,0.0067366734147071,8.770378351211548,0.001,128,3,1000,0.8,True,100,45,35.45517608323474
SIREN,17,outer/12-2_4-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,279.31010369603416,22.721758502896183,0.0064895125105977,8.77581524848938,0.001,128,3,1000,0.8,True,100,45,35.73664902718542
SIREN,18,outer/12-2_5-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,284.0700052815428,22.721758502896183,0.0067049101926386,8.734504222869873,0.001,128,3,1000,0.8,True,100,45,35.66326169420848
SIREN,19,outer/12-2_6-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,313.7003090486948,22.721758502896183,0.0077853119000792,8.75484037399292,0.001,128,3,1000,0.8,True,100,45,35.23236602214462
SIREN,20,outer/12-2_7-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,305.8612470716198,22.721758502896183,0.0077522997744381,8.718960285186768,0.001,128,3,1000,0.8,True,100,45,35.342270938455314
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,272.677913476824,22.721758502896183,0.0063414457254111,9.643880128860474,0.001,128,3,1000,0.9,True,100,45,35.84101586636244
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,325.6105698837015,22.721758502896183,0.0076204575598239,9.641764879226685,0.001,128,3,1000,0.9,True,100,45,35.070530543691575
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,274.02985379016064,22.721758502896183,0.0064478698186576,9.68639636039734,0.001,128,3,1000,0.9,True,100,45,35.81953669778599
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,249.5839922188755,22.721758502896183,0.0062256879173219,9.642995834350586,0.001,128,3,1000,0.9,True,100,45,36.225348215786234
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,255.75134783927376,22.721758502896183,0.0065377210266888,9.642593622207642,0.001,128,3,1000,0.9,True,100,45,36.11933617594558
SIREN,6,outer/12-2_5-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,399.5913719984103,22.721758502896183,0.0093457857146859,9.788735389709473,0.001,128,3,1000,0.9,True,100,45,34.18135446425191
SIREN,7,outer/12-2_6-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,293.88047633241297,22.721758502896183,0.007285654079169,9.64578628540039,0.001,128,3,1000,0.9,True,100,45,35.51580813673522
SIREN,8,outer/12-2_7-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,348.8639205258534,22.721758502896183,0.0085257152095437,9.65567660331726,0.001,128,3,1000,0.9,True,100,45,34.77095491691444
SIREN,9,outer/12-2_8-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,312.43302899096386,22.721758502896183,0.0071300934068858,10.000855922698976,0.001,128,3,1000,0.9,True,100,45,35.2499460950842
SIREN,10,outer/12-2_9-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,418.471164606342,22.721758502896183,0.0096398442983627,9.646607637405396,0.001,128,3,1000,0.9,True,100,45,33.980860111302825
SIREN,11,outer/12-2_10-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,346.48329777443104,22.721758502896183,0.008307778276503,9.71039342880249,0.001,128,3,1000,0.9,True,100,45,34.800692444779344
SIREN,12,outer/12-2_11-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,348.7965900058568,22.721758502896183,0.0073493947274982,9.640935897827148,0.001,128,3,1000,0.9,True,100,45,34.771793183462364
SIREN,13,outer/12-2_0-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,285.8595593310743,22.721758502896183,0.0072390581481158,9.689602136611938,0.001,128,3,1000,0.9,True,100,45,35.63598828881763
SIREN,14,outer/12-2_1-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,341.84500894201807,22.721758502896183,0.0076028928160667,9.653925895690918,0.001,128,3,1000,0.9,True,100,45,34.85922305337715
SIREN,15,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,281.4465439884538,22.721758502896183,0.0071292198263108,9.646875619888306,0.001,128,3,1000,0.9,True,100,45,35.70355628639795
SIREN,16,outer/12-2_3-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,277.01373201137886,22.721758502896183,0.0066327918320894,9.927361965179443,0.001,128,3,1000,0.9,True,100,45,35.7725025050066
SIREN,17,outer/12-2_4-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,282.9451608517403,22.721758502896183,0.0067397356033325,9.90899395942688,0.001,128,3,1000,0.9,True,100,45,35.68049278074319
SIREN,18,outer/12-2_5-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,276.8378252593708,22.721758502896183,0.0066567058674991,9.664388418197632,0.001,128,3,1000,0.9,True,100,45,35.77526119849739
SIREN,19,outer/12-2_6-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,304.3592678003681,22.721758502896183,0.0073665268719196,9.661316633224487,0.001,128,3,1000,0.9,True,100,45,35.363650181231804
SIREN,20,outer/12-2_7-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,335.52186349564926,22.721758502896183,0.0081180911511182,9.696853876113892,0.001,128,3,1000,0.9,True,100,45,34.94030723558225
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,276.5107278070616,22.721758502896183,0.006411493755877,10.569256782531738,0.001,128,3,1000,1.0,True,100,45,35.78039563444527
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,397.8342615252677,22.721758502896183,0.0084758885204792,10.602186918258669,0.001,128,3,1000,1.0,True,100,45,34.20049366885081
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,279.28365676246653,22.721758502896183,0.0067483480088412,10.59643292427063,0.001,128,3,1000,1.0,True,100,45,35.73706026548177
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,266.79642528447124,22.721758502896183,0.0066013131290674,10.5733962059021,0.001,128,3,1000,1.0,True,100,45,35.935715424492244
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,259.0813540620817,22.721758502896183,0.006692006252706,10.567334413528442,0.001,128,3,1000,1.0,True,100,45,36.06315390583808
SIREN,6,outer/12-2_5-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,364.67701927501673,22.721758502896183,0.0085839321836829,10.568987369537354,0.001,128,3,1000,1.0,True,100,45,34.578431523754624
SIREN,7,outer/12-2_6-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,305.27076927501673,22.721758502896183,0.0073079690337181,10.6248459815979,0.001,128,3,1000,1.0,True,100,45,35.3506632766635
SIREN,8,outer/12-2_7-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,348.83646173234604,22.721758502896183,0.0084449294954538,10.579509019851685,0.001,128,3,1000,1.0,True,100,45,34.77129675999808
SIREN,9,outer/12-2_8-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,327.547898625753,22.721758502896183,0.0076488540507853,10.571880102157593,0.001,128,3,1000,1.0,True,100,45,35.044767311941165
SIREN,10,outer/12-2_9-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,416.4599465570616,22.721758502896183,0.0096232816576957,10.565595388412476,0.001,128,3,1000,1.0,True,100,45,34.00178309712669
SIREN,11,outer/12-2_10-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,353.3612000083668,22.721758502896183,0.0086197424679994,10.619738817214966,0.001,128,3,1000,1.0,True,100,45,34.71532687657894
SIREN,12,outer/12-2_11-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,280.7370484542336,22.721758502896183,0.006077314261347,10.577115535736084,0.001,128,3,1000,1.0,True,100,45,35.714518191483
SIREN,13,outer/12-2_0-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,292.0787917294177,22.721758502896183,0.007449381519109,10.581536769866943,0.001,128,3,1000,1.0,True,100,45,35.54251525409683
SIREN,14,outer/12-2_1-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,349.5294040746319,22.721758502896183,0.0078056813217699,10.568090438842772,0.001,128,3,1000,1.0,True,100,45,34.762678322327275
SIREN,15,outer/12-2_2-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,278.91935450133866,22.721758502896183,0.0071041639894247,10.631370782852173,0.001,128,3,1000,1.0,True,100,45,35.74272897313914
SIREN,16,outer/12-2_3-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,299.94403002635545,22.721758502896183,0.0069534345529973,10.578559398651125,0.001,128,3,1000,1.0,True,100,45,35.42711326442318
SIREN,17,outer/12-2_4-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,297.90110572498327,22.721758502896183,0.0067819175310432,10.620723247528076,0.001,128,3,1000,1.0,True,100,45,35.456794335702824
SIREN,18,outer/12-2_5-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,286.73906040829985,22.721758502896183,0.0067955269478261,10.570530652999878,0.001,128,3,1000,1.0,True,100,45,35.62264690964275
SIREN,19,outer/12-2_6-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,303.37157222640565,22.721758502896183,0.0076260012574493,10.67365312576294,0.001,128,3,1000,1.0,True,100,45,35.377766664615194
SIREN,20,outer/12-2_7-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,300.7741800535475,22.721758502896183,0.0074963811784982,10.567883253097534,0.001,128,3,1000,1.0,True,100,45,35.4151099723832
