model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,fourier_features,scale,original_psnr
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1235.979994195532,45.79036216701586,0.0210096016526222,9.992293119430542,0.001,64,4,2000,32,20,29.27740107529505
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1304.9864327100067,45.79036216701586,0.0217170044779777,9.90621542930603,0.001,64,4,2000,32,20,29.041455522114163
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,913.3074668465528,45.79036216701586,0.0186017733067274,10.020542621612549,0.001,64,4,2000,32,20,30.59134540481932
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,532.7366693335844,36.77361665304553,0.0077755199745297,11.04940414428711,0.001,64,4,2000,64,10,32.93238957593048
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,725.5494896251673,36.77361665304553,0.011280758306384,11.05901026725769,0.001,64,4,2000,64,10,31.590845078195443
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,580.3997565783969,36.77361665304553,0.0100280018523335,11.074757814407349,0.001,64,4,2000,64,10,32.56024327145914
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,454.6423611111111,36.77361665304553,0.0080219032242894,11.049855709075928,0.001,64,4,2000,64,10,33.62081650286847
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,539.7949584797524,36.77361665304553,0.0099666072055697,11.002686262130736,0.001,64,4,2000,64,10,32.8752272470563
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,855.9231221762049,36.77361665304553,0.0150013761594891,10.993683576583862,0.001,64,4,2000,64,20,30.873167900642642
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1163.872981509371,36.77361665304553,0.0171640999615192,11.00050663948059,0.001,64,4,2000,64,20,29.538459623016585
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,879.500813148427,36.77361665304553,0.0158426128327846,10.98167872428894,0.001,64,4,2000,64,20,30.755153034435224
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,801.9031712788654,36.77361665304553,0.0155556853860616,11.045439720153809,0.001,64,4,2000,64,20,31.156296177872257
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,773.2425352451472,36.77361665304553,0.0156193114817142,10.997681617736816,0.001,64,4,2000,64,20,31.314358126783453
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,30.64492608469212,0.0271820239722728,0.6340906620025635,0.001,128,2,100,32,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1872.8912329003515,30.64492608469212,0.0278652943670749,0.5640106201171875,0.001,128,2,100,32,10,27.47238992066061
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1522.2621135584002,30.64492608469212,0.0252829100936651,0.5625882148742676,0.001,128,2,100,32,10,28.372621100834678
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.9190159073796,30.64492608469212,0.0258256513625383,0.5582103729248047,0.001,128,2,100,32,10,28.638330922052376
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1385.8406647423026,30.64492608469212,0.0255262944847345,0.5510759353637695,0.001,128,2,100,32,10,28.780382480735803
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,30.64492608469212,0.027768325060606,0.5513186454772949,0.001,128,2,100,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,30.64492608469212,0.0296572558581829,0.5530364513397217,0.001,128,2,100,32,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,30.64492608469212,0.0271099172532558,0.5520262718200684,0.001,128,2,100,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,30.64492608469212,0.0264197215437889,0.5596075057983398,0.001,128,2,100,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,30.64492608469212,0.0271529387682676,0.5657002925872803,0.001,128,2,100,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1363.918622406292,23.072663107411092,0.0223535615950822,0.7190532684326172,0.001,128,2,100,64,10,28.849630896593897
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1729.515806716449,23.072663107411092,0.0257107485085725,0.7083358764648438,0.001,128,2,100,64,10,27.818270132126848
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1408.0281804300537,23.072663107411092,0.0230233669281005,0.6928553581237793,0.001,128,2,100,64,10,28.71140201856737
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1370.4433881358768,23.072663107411092,0.0238213390111923,0.6362464427947998,0.001,128,2,100,64,10,28.828904488609343
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1201.919482617972,23.072663107411092,0.0226319637149572,0.6351475715637207,0.001,128,2,100,64,10,29.39876173800834
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1621.9693827392905,23.072663107411092,0.0263152681291103,0.7078795433044434,0.001,128,2,100,64,20,28.097088968160442
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0020197979416,23.072663107411092,0.0289402548223733,0.638986349105835,0.001,128,2,100,64,20,27.39400395738579
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1524.6576409805891,23.072663107411092,0.0254816506057977,0.638573169708252,0.001,128,2,100,64,20,28.365792141499497
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.8353675117137,23.072663107411092,0.0259677115827798,0.6356971263885498,0.001,128,2,100,64,20,28.63858463121737
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.4111223539994,23.072663107411092,0.0264409836381673,0.6356954574584961,0.001,128,2,100,64,20,28.762960781645607
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1045.3245625732095,30.64492608469212,0.0178821850568056,2.828933954238892,0.001,128,2,500,32,10,30.005003933921163
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1268.5617129978243,30.64492608469212,0.0198136195540428,2.747131109237671,0.001,128,2,500,32,10,29.164399491348554
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1125.959381798025,30.64492608469212,0.0196006037294864,2.826599359512329,0.001,128,2,500,32,10,29.682288248407133
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,917.9051819256192,30.64492608469212,0.0179037861526012,2.8132095336914062,0.001,128,2,500,32,10,30.569537271445775
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,853.3456730568106,30.64492608469212,0.0177498832345008,2.742691993713379,0.001,128,2,500,32,10,30.886265580556834
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1451.8515389683737,30.64492608469212,0.0240893997251987,2.8005402088165283,0.001,128,2,500,32,20,28.57829339498904
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1659.0500269306392,30.64492608469212,0.0256579853594303,2.84793758392334,0.001,128,2,500,32,20,27.99892066846195
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1389.0100532337683,30.64492608469212,0.023426292464137,2.745953321456909,0.001,128,2,500,32,20,28.7704615972627
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1429.7538134308063,30.64492608469212,0.0256082694977521,2.7921693325042725,0.001,128,2,500,32,20,28.644902851991944
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1101.2374014286313,30.64492608469212,0.0223883055150508,2.7489776611328125,0.001,128,2,500,32,20,29.77870595811297
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,846.4066591888387,23.072663107411092,0.0143793476745486,3.217692852020264,0.001,128,2,500,64,10,30.92172477207371
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,722.1143754706326,23.072663107411092,0.012972880154848,3.162369728088379,0.001,128,2,500,64,10,31.61145557981749
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,571.9283213583501,23.072663107411092,0.0097848959267139,3.158470392227173,0.001,128,2,500,64,10,32.62409945829249
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,550.6544550598227,23.072663107411092,0.0115423593670129,3.16025447845459,0.001,128,2,500,64,10,32.788723915416256
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,571.1228926121152,23.072663107411092,0.0122913038358092,3.1531453132629395,0.001,128,2,500,64,10,32.63021980204739
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,986.3650892633032,23.072663107411092,0.0173764489591121,3.2103888988494877,0.001,128,2,500,64,20,30.257138560316168
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1356.3987904743976,23.072663107411092,0.0215193219482898,3.229876518249512,0.001,128,2,500,64,20,28.873641549291985
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1114.8860520205824,23.072663107411092,0.0199532266706228,3.222430467605591,0.001,128,2,500,64,20,29.72521066591458
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1039.0996394431895,23.072663107411092,0.0195954926311969,3.157160520553589,0.001,128,2,500,64,20,30.03094354640548
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,830.4505848916499,23.072663107411092,0.0169479344040155,3.160935401916504,0.001,128,2,500,64,20,31.004377534575394
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,814.0557268135041,30.64492608469212,0.0140145206823945,5.494960784912109,0.001,128,2,1000,32,10,31.09097412896068
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1211.1142565051873,30.64492608469212,0.0186753869056701,5.52001428604126,0.001,128,2,1000,32,10,29.36566432354814
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,838.0120246611446,30.64492608469212,0.0154996700584888,5.482185363769531,0.001,128,2,1000,32,10,30.96501298386796
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,701.7715432040662,30.64492608469212,0.0143002085387706,5.5349037647247314,0.001,128,2,1000,32,10,31.735557951470557
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,823.7365359877008,30.64492608469212,0.0170563403517007,5.551553249359131,0.001,128,2,1000,32,10,31.039632196706783
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1223.742626757028,30.64492608469212,0.0209606550633907,5.566163539886475,0.001,128,2,1000,32,20,29.32061460640989
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1682.3827353685576,30.64492608469212,0.0256222803145647,5.544992208480835,0.001,128,2,1000,32,20,27.938267458010458
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1170.666376443273,30.64492608469212,0.0202123615890741,5.587331771850586,0.001,128,2,1000,32,20,29.513184039199146
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1149.2152215633366,30.64492608469212,0.0216857511550188,5.560344696044922,0.001,128,2,1000,32,20,29.593501791001703
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1214.6726776899263,30.64492608469212,0.0233482345938682,5.485474824905396,0.001,128,2,1000,32,20,29.352922859971752
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,482.05534115629183,23.072663107411092,0.0089195985347032,6.351948261260986,0.001,128,2,1000,64,10,33.36654649575658
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,703.7918536123661,23.072663107411092,0.0114389369264245,6.352407217025757,0.001,128,2,1000,64,10,31.723073131955562
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,476.59763533299866,23.072663107411092,0.0097057409584522,6.372110366821289,0.001,128,2,1000,64,10,33.415996655287415
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,429.9589830676874,23.072663107411092,0.0083304699510335,6.306542158126831,0.001,128,2,1000,64,10,33.86324521738707
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,499.71942588060574,23.072663107411092,0.0097115207463502,6.300612926483154,0.001,128,2,1000,64,10,33.21025316417216
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,991.6167456283468,23.072663107411092,0.0168702043592929,6.355273962020874,0.001,128,2,1000,64,20,30.234076965924636
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1077.833899399682,23.072663107411092,0.0179769601672887,6.339843511581421,0.001,128,2,1000,64,20,29.871997101169363
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,872.3438009851908,23.072663107411092,0.014946362003684,6.312560081481934,0.001,128,2,1000,64,20,30.790638695176792
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1005.1627290411648,23.072663107411092,0.0194213110953569,6.329275846481323,0.001,128,2,1000,64,20,30.175151719820956
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,852.1368337935073,23.072663107411092,0.0177635196596384,6.368156671524048,0.001,128,2,1000,64,20,30.892422105849462
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,777.0400325259371,30.64492608469212,0.0139687526971101,11.040801286697388,0.001,128,2,2000,32,10,31.29308154860321
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1073.605145843792,30.64492608469212,0.0150124039500951,11.025540351867676,0.001,128,2,2000,32,10,29.889069643417557
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,733.4700560052711,30.64492608469212,0.0135121596977114,11.180289506912231,0.001,128,2,2000,32,10,31.543691603452917
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,695.0544744080489,30.64492608469212,0.0142848566174507,11.04371976852417,0.001,128,2,2000,32,10,31.777327053169625
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,584.1026083500669,30.64492608469212,0.0119136050343513,10.975419759750366,0.001,128,2,2000,32,10,32.532624031514125
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1169.4598027526774,30.64492608469212,0.0195387303829193,10.979233503341677,0.001,128,2,2000,32,20,29.517662501488307
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1352.3344484709671,30.64492608469212,0.0214000400155782,11.021758556365969,0.001,128,2,2000,32,20,28.886674376621983
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1095.8169710090365,30.64492608469212,0.0197594631463289,10.9620361328125,0.001,128,2,2000,32,20,29.800135266613687
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,849.1402720256024,30.64492608469212,0.0168463084846735,11.04561972618103,0.001,128,2,2000,32,20,30.907721101901796
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1099.081607680723,30.64492608469212,0.0219201445579528,10.960964918136597,0.001,128,2,2000,32,20,29.78721608436778
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,646.4972677167001,23.072663107411092,0.0079868258908391,12.592725038528442,0.001,128,2,2000,64,10,32.091848550001245
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,696.9551578710676,23.072663107411092,0.0084665790200233,12.594501256942747,0.001,128,2,2000,64,10,31.765467122984063
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,505.6576213709002,23.072663107411092,0.0070771761238574,12.593380689620972,0.001,128,2,2000,64,10,33.158949913694485
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,418.73590717034807,23.072663107411092,0.0073522296734154,12.596606492996216,0.001,128,2,2000,64,10,33.97811344939847
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,407.8099442038989,23.072663107411092,0.0094174966216087,12.600918769836426,0.001,128,2,2000,64,10,34.0929373718219
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,774.6013886274263,23.072663107411092,0.0142066963016986,12.601419925689695,0.001,128,2,2000,64,20,31.30673277556881
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1123.0836274786648,23.072663107411092,0.0179338697344064,12.596113204956056,0.001,128,2,2000,64,20,29.693394527012792
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,735.1989599021084,23.072663107411092,0.0122581413015723,12.594281673431396,0.001,128,2,2000,64,20,31.53346664792047
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,746.4719816767068,23.072663107411092,0.0130604971200227,12.592243671417236,0.001,128,2,2000,64,20,31.46738037351134
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,581.8723043214525,23.072663107411092,0.0124050099402666,12.592161417007446,0.001,128,2,2000,64,20,32.5492386242196
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,18.443999710655124,0.0274585988372564,0.8461711406707764,0.001,128,3,100,32,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1638.643023918591,18.443999710655124,0.0247777067124843,0.8363845348358154,0.001,128,3,100,32,10,28.052671953356594
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,18.443999710655124,0.0260994844138622,0.844811201095581,0.001,128,3,100,32,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1316.948898458417,18.443999710655124,0.0237407349050045,0.836423397064209,0.001,128,3,100,32,10,29.001826253983968
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1388.0789381484271,18.443999710655124,0.0263189114630222,0.8364596366882324,0.001,128,3,100,32,10,28.773373842134852
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,18.443999710655124,0.0278121381998062,0.8379831314086914,0.001,128,3,100,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1906.6873091323628,18.443999710655124,0.0294745564460754,0.8361814022064209,0.001,128,3,100,32,20,27.394720728438593
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1518.593875502008,18.443999710655124,0.0257369074970483,0.8359160423278809,0.001,128,3,100,32,20,28.383099047338483
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,18.443999710655124,0.026826798915863,0.8369576930999756,0.001,128,3,100,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,18.443999710655124,0.0275438781827688,0.8355245590209961,0.001,128,3,100,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1581.3255064528948,15.401751736635456,0.0252879541367292,0.9181811809539796,0.001,128,3,100,64,10,28.207302726959323
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1390.0434066997154,15.401751736635456,0.0208026096224784,0.9319450855255128,0.001,128,3,100,64,10,28.767231866454928
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1468.9542885081994,15.401751736635456,0.0243642870336771,0.9198448657989502,0.001,128,3,100,64,10,28.527432673114355
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,957.148182574046,15.401751736635456,0.0178463608026504,0.918304204940796,0.001,128,3,100,64,10,30.387723697234136
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1390.8978452873996,15.401751736635456,0.0262761041522026,0.9230303764343262,0.001,128,3,100,64,10,28.764563144307935
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,15.401751736635456,0.0270475968718528,0.9274961948394777,0.001,128,3,100,64,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,15.401751736635456,0.0296463202685117,0.919463872909546,0.001,128,3,100,64,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1287.8560335090365,15.401751736635456,0.0224354043602943,0.9184281826019288,0.001,128,3,100,64,20,29.098842318202948
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,15.401751736635456,0.0265800859779119,0.9765300750732422,0.001,128,3,100,64,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1295.0863153133366,15.401751736635456,0.0244486387819051,0.9188296794891356,0.001,128,3,100,64,20,29.074528343922438
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,703.0115474920516,18.443999710655124,0.0099513931199908,4.17473840713501,0.001,128,3,500,32,10,31.72789090076014
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1249.7681219670349,18.443999710655124,0.0124295121058821,4.173481464385986,0.001,128,3,500,32,10,29.22922105912397
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1258.3912485881024,18.443999710655124,0.0117627438157796,4.169063568115234,0.001,128,3,500,32,10,29.199358594181597
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,587.022640039324,18.443999710655124,0.0103237684816122,4.169921398162842,0.001,128,3,500,32,10,32.51096697511742
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,926.0488006714356,18.443999710655124,0.0117922015488147,4.170345306396484,0.001,128,3,500,32,10,30.53117675147927
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1442.9487402735945,18.443999710655124,0.0183387864381074,4.1686341762542725,0.001,128,3,500,32,20,28.605006454017555
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1466.596456137048,18.443999710655124,0.0212371684610843,4.184755563735962,0.001,128,3,500,32,20,28.534409175292794
