model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,fourier_features,scale,original_psnr
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.3514657588687,241.37835279267907,0.0263373386114835,3.8894314765930176,0.0001,32,2,2000,32,10,28.355283109623002
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.9523000857598,241.37835279267907,0.0264490470290184,3.886979103088379,0.0001,32,2,2000,32,10,28.63822997383641
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1323.1744085717871,241.37835279267907,0.0253789871931076,3.879541158676148,0.0001,32,2,2000,32,10,28.98134456138074
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,241.37835279267907,0.0276125166565179,3.8780264854431152,0.0001,32,2,2000,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,241.37835279267907,0.0299065224826335,3.933542013168335,0.0001,32,2,2000,32,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,241.37835279267907,0.0269732344895601,3.903861284255981,0.0001,32,2,2000,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.332969900435,241.37835279267907,0.0266684927046298,3.8931963443756095,0.0001,32,2,2000,32,20,28.640108736591742
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,241.37835279267907,0.0273257791996002,3.884019136428833,0.0001,32,2,2000,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1551.8929742407129,146.62219666474985,0.0252479445189237,4.969813585281372,0.0001,32,2,2000,64,10,28.28889781780104
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1802.756784952309,146.62219666474985,0.0273903235793113,4.947951793670654,0.0001,32,2,2000,64,10,27.638144099970027
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1248.9675721113622,146.62219666474985,0.0216237623244524,4.946466445922852,0.0001,32,2,2000,64,10,29.232003861623063
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1215.1599379287986,146.62219666474985,0.0226208865642547,4.957093715667725,0.0001,32,2,2000,64,10,29.35118105739268
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1149.27824448837,146.62219666474985,0.0223255045711994,5.051462650299072,0.0001,32,2,2000,64,10,29.59326363058066
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1600.93644761337,146.62219666474985,0.0263101924210786,4.99061393737793,0.0001,32,2,2000,64,20,28.153774566970377
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1906.7915411646584,146.62219666474985,0.0295288357883691,4.961061000823975,0.0001,32,2,2000,64,20,27.394483321082994
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1525.442956722724,146.62219666474985,0.0259658936411142,4.957560777664185,0.0001,32,2,2000,64,20,28.36355576738676
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.4907010855925,146.62219666474985,0.026396844536066,4.940083980560303,0.0001,32,2,2000,64,20,28.639630175623413
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.0619456994646,146.62219666474985,0.0276855733245611,4.943880319595337,0.0001,32,2,2000,64,20,28.764050786769545
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.0480473372781,0.0303293447941541,0.325176477432251,0.0001,32,3,100,32,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,181.0480473372781,0.0305454153567552,0.2699973583221435,0.0001,32,3,100,32,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.0480473372781,0.0274645630270242,0.2700328826904297,0.0001,32,3,100,32,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.0480473372781,0.0273711010813713,0.2698249816894531,0.0001,32,3,100,32,10,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,181.0480473372781,0.0480155944824218,0.3026871681213379,0.0001,32,3,100,32,10,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.896271283049,181.0480473372781,0.029667604714632,0.2686018943786621,0.0001,32,3,100,32,20,28.091932641625093
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,181.0480473372781,0.0307843275368213,0.2688887119293213,0.0001,32,3,100,32,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.0480473372781,0.0275113359093666,0.2692353725433349,0.0001,32,3,100,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.0480473372781,0.0388743355870246,0.2686138153076172,0.0001,32,3,100,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6770454212683,181.0480473372781,0.0283692758530378,0.268904447555542,0.0001,32,3,100,32,20,28.76213084803147
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,121.93974175035868,0.0282765496522188,0.3250715732574463,0.0001,32,3,100,64,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,121.93974175035868,0.0764828026294708,0.3231940269470215,0.0001,32,3,100,64,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,121.93974175035868,0.0279621239751577,0.3232333660125732,0.0001,32,3,100,64,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,121.93974175035868,0.0269982237368822,0.3257925510406494,0.0001,32,3,100,64,10,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,121.93974175035868,0.0280032530426979,0.3233063220977783,0.0001,32,3,100,64,10,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,121.93974175035868,0.0283460728824138,0.3231735229492187,0.0001,32,3,100,64,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,121.93974175035868,0.0310132950544357,0.3228516578674316,0.0001,32,3,100,64,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,121.93974175035868,0.0273407977074384,0.3235397338867187,0.0001,32,3,100,64,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.969117354836,121.93974175035868,0.0289629939943552,0.3229200839996338,0.0001,32,3,100,64,20,28.638178969314314
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6829139474564,121.93974175035868,0.0300346352159976,0.3291249275207519,0.0001,32,3,100,64,20,28.762112534420744
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.0480473372781,0.0276859533041715,1.330049753189087,0.0001,32,3,500,32,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,181.0480473372781,0.0300904139876365,1.3322124481201172,0.0001,32,3,500,32,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.0480473372781,0.0271728076040744,1.3349933624267578,0.0001,32,3,500,32,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.0480473372781,0.026895172894001,1.3431446552276611,0.0001,32,3,500,32,10,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,181.0480473372781,0.0276402756571769,1.3300578594207764,0.0001,32,3,500,32,10,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.0480473372781,0.0282743256539106,1.3489997386932373,0.0001,32,3,500,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1906.889495481928,181.0480473372781,0.0308470726013183,1.3391938209533691,0.0001,32,3,500,32,20,27.39426022419015
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.0480473372781,0.0275169070810079,1.3286824226379397,0.0001,32,3,500,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.0480473372781,0.0271908920258283,1.378556251525879,0.0001,32,3,500,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,181.0480473372781,0.027741651982069,1.3340682983398438,0.0001,32,3,500,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1573.3096526731929,121.93974175035868,0.0259033385664224,1.603748083114624,0.0001,32,3,500,64,10,28.22937341584078
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1796.214818911061,121.93974175035868,0.0276113040745258,1.6011972427368164,0.0001,32,3,500,64,10,27.653932737361075
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,121.93974175035868,0.0268133785575628,1.6023149490356443,0.0001,32,3,500,64,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,121.93974175035868,0.0267161037772893,1.6035022735595703,0.0001,32,3,500,64,10,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1377.0636282107598,121.93974175035868,0.0258702710270881,1.6016857624053955,0.0001,32,3,500,64,10,28.807975411591084
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,121.93974175035868,0.0277859177440404,1.6028709411621094,0.0001,32,3,500,64,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,121.93974175035868,0.0301552675664424,1.6353344917297363,0.0001,32,3,500,64,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,121.93974175035868,0.0271920915693044,1.6021597385406494,0.0001,32,3,500,64,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,121.93974175035868,0.0268310438841581,1.602550983428955,0.0001,32,3,500,64,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,121.93974175035868,0.0276438873261213,1.6016976833343506,0.0001,32,3,500,64,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.0480473372781,0.0278424937278032,2.6531996726989746,0.0001,32,3,1000,32,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,181.0480473372781,0.0300383605062961,2.6571357250213623,0.0001,32,3,1000,32,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1527.989719293842,181.0480473372781,0.0264094043523073,2.652006149291992,0.0001,32,3,1000,32,10,28.35631116562088
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1429.2623096552877,181.0480473372781,0.0264857802540063,2.652881622314453,0.0001,32,3,1000,32,10,28.646396074628374
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1376.572066913487,181.0480473372781,0.0265195686370134,2.658573865890503,0.0001,32,3,1000,32,10,28.80952596064569
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.0480473372781,0.0279851797968149,2.6857290267944336,0.0001,32,3,1000,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1906.8684451347056,181.0480473372781,0.0295864436775445,2.654812812805176,0.0001,32,3,1000,32,20,27.39430816666465
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.0480473372781,0.0270976182073354,2.6523921489715576,0.0001,32,3,1000,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.0480473372781,0.027012076228857,2.6516876220703125,0.0001,32,3,1000,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,181.0480473372781,0.0276040937751531,2.655545711517334,0.0001,32,3,1000,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1304.7274161751172,121.93974175035868,0.0221277046948671,3.2014918327331543,0.0001,32,3,1000,64,10,29.042317604769252
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,121.93974175035868,0.0295841004699468,3.2013161182403564,0.0001,32,3,1000,64,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1523.083453606091,121.93974175035868,0.0261308345943689,3.2032744884490967,0.0001,32,3,1000,64,10,28.37027848682743
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1270.3996232325137,121.93974175035868,0.0233383867889642,3.202451229095459,0.0001,32,3,1000,64,10,29.158111924844974
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1202.2760115984772,121.93974175035868,0.0234162863343954,3.200960159301758,0.0001,32,3,1000,64,10,29.39747366829538
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,121.93974175035868,0.0277033150196075,3.1996610164642334,0.0001,32,3,1000,64,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.040296603079,121.93974175035868,0.0298556927591562,3.208641767501831,0.0001,32,3,1000,64,20,27.39391678790063
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1482.1512691390562,121.93974175035868,0.0255391281098127,3.203948974609375,0.0001,32,3,1000,64,20,28.48859018538214
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,121.93974175035868,0.0267834737896919,3.205608606338501,0.0001,32,3,1000,64,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1383.0582028635374,121.93974175035868,0.0265782158821821,3.201870918273926,0.0001,32,3,1000,64,20,28.789110919762237
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1542.6365344189255,181.0480473372781,0.0257124006748199,5.3042755126953125,0.0001,32,3,2000,32,10,28.31487936178125
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1700.3480275267736,181.0480473372781,0.0265600103884935,5.306734800338745,0.0001,32,3,2000,32,10,27.892137268211492
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1442.8864559801707,181.0480473372781,0.0249653328210115,5.303767204284668,0.0001,32,3,2000,32,10,28.60519391950403
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1317.8052627175368,181.0480473372781,0.024167314171791,5.300954818725586,0.0001,32,3,2000,32,10,28.999003111765905
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1386.975740200385,181.0480473372781,0.0266307946294546,5.301611661911011,0.0001,32,3,2000,32,10,28.776826839369534
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.0480473372781,0.0279452726244926,5.301852464675903,0.0001,32,3,2000,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1846.3538751359608,181.0480473372781,0.0287307575345039,5.304726600646973,0.0001,32,3,2000,32,20,27.53436606524631
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.0480473372781,0.0270594712346792,5.3025267124176025,0.0001,32,3,2000,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.0480473372781,0.026932967826724,5.33574104309082,0.0001,32,3,2000,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,181.0480473372781,0.027552468702197,5.322928428649902,0.0001,32,3,2000,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1030.997946211931,121.93974175035868,0.0176692157983779,6.3989646434783936,0.0001,32,3,2000,64,10,30.064937486142362
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1312.5638517612117,121.93974175035868,0.0218547061085701,6.398499488830566,0.0001,32,3,2000,64,10,29.016311092277263
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1513.431304645666,121.93974175035868,0.0255902353674173,6.401035785675049,0.0001,32,3,2000,64,10,28.397888358566583
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,906.4612028844545,121.93974175035868,0.0174750201404094,6.410568714141846,0.0001,32,3,2000,64,10,30.624023280176054
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,985.2981940783968,121.93974175035868,0.0198842976242303,6.400111436843872,0.0001,32,3,2000,64,10,30.261838619811236
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1252.535093498996,121.93974175035868,0.0227313823997974,6.398804664611816,0.0001,32,3,2000,64,20,29.2196164600469
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1832.6535752384536,121.93974175035868,0.0282645467668771,6.399648904800415,0.0001,32,3,2000,64,20,27.5667117031943
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1386.493961523176,121.93974175035868,0.0242999531328678,6.399681329727173,0.0001,32,3,2000,64,20,28.778335662941572
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1424.013320207915,121.93974175035868,0.0257062148302793,6.401474237442017,0.0001,32,3,2000,64,20,28.662374970605367
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6685491967871,121.93974175035868,0.027079876512289,6.397749900817871,0.0001,32,3,2000,64,20,28.762157361903242
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.0281613916158676,0.3413352966308594,0.0001,32,4,100,32,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,144.84529445180837,0.0417671985924243,0.3428914546966553,0.0001,32,4,100,32,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.0273884758353233,0.3411488533020019,0.0001,32,4,100,32,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,144.84529445180837,0.0272571817040443,0.3424463272094726,0.0001,32,4,100,32,10,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.0278645046055316,0.3798511028289795,0.0001,32,4,100,32,10,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.0286359004676342,0.3413329124450683,0.0001,32,4,100,32,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,144.84529445180837,0.0302714146673679,0.3410844802856445,0.0001,32,4,100,32,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.064355656504631,0.345266580581665,0.0001,32,4,100,32,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,144.84529445180837,0.0271449517458677,0.3420991897583008,0.0001,32,4,100,32,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.0280829779803752,0.3420720100402832,0.0001,32,4,100,32,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,104.37003683995088,0.0279955491423606,0.3991127014160156,0.0001,32,4,100,64,10,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,104.37003683995088,0.0301868841052055,0.3941478729248047,0.0001,32,4,100,64,10,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.0271949097514152,0.3948116302490234,0.0001,32,4,100,64,10,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.027140462771058,0.41241455078125,0.0001,32,4,100,64,10,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,104.37003683995088,0.0277798455208539,0.3946115970611572,0.0001,32,4,100,64,10,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,104.37003683995088,0.02805464155972,0.4314987659454345,0.0001,32,4,100,64,20,28.092026811291618
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245144,104.37003683995088,0.0302815474569797,0.3962674140930176,0.0001,32,4,100,64,20,27.39395688165706
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.0272265616804361,0.4678163528442383,0.0001,32,4,100,64,20,28.355174592972276
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.0279952101409435,0.396571397781372,0.0001,32,4,100,64,20,28.63819676769929
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,104.37003683995088,0.028057238087058,0.4621362686157226,0.0001,32,4,100,64,20,28.762149161719424
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.0277764238417148,1.6923980712890625,0.0001,32,4,500,32,10,28.092026811291618
