model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,zero_fraction,refresh_interval,a,s,original_psnr
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,475.889234019411,22.721758502896183,0.0083375498652458,46.78227400779724,0.001,128,3,2000,1,1000,10,50,33.42245668845091
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,565.6616465863453,22.721758502896183,0.0094489259645342,46.78838038444519,0.001,128,3,2000,1,1000,10,50,32.67194815387444
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,507.6868999435241,22.721758502896183,0.0088841188699007,46.77919697761536,0.001,128,3,2000,1,1000,10,50,33.1415559149926
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,478.8820098100736,22.721758502896183,0.0092205265536904,46.764075756073,0.001,128,3,2000,1,1000,10,50,33.39523026585555
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,489.74086188504015,22.721758502896183,0.0097331702709198,46.769442081451416,0.001,128,3,2000,1,1000,10,50,33.29785207561117
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1206.8691066348729,22.721758502896183,0.0187629517167806,46.78062582015991,0.001,128,3,2000,1,1000,10,100,29.38091378378745
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1511.3127876087683,22.721758502896183,0.021642904728651,46.78239297866821,0.001,128,3,2000,1,1000,10,100,28.403971917250075
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1086.1609890081158,22.721758502896183,0.0178840849548578,46.77657532691956,0.001,128,3,2000,1,1000,10,100,29.83857348324436
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1135.480358935743,22.721758502896183,0.0202100276947021,46.776681900024414,0.001,128,3,2000,1,1000,10,100,29.645719223906397
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1036.3639257551038,22.721758502896183,0.0192424021661281,46.771424531936646,0.001,128,3,2000,1,1000,10,100,30.042392613176055
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1555.1060230505354,22.721758502896183,0.0261126141995191,46.77065181732178,0.001,128,3,2000,1,1000,10,200,28.27991545335973
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1781.6793214524766,22.721758502896183,0.0275075323879718,46.76796889305115,0.001,128,3,2000,1,1000,10,200,27.689220092548858
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1416.2927020582329,22.721758502896183,0.024700766429305,46.77295160293579,0.001,128,3,2000,1,1000,10,200,28.68598531464089
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1336.481765604083,22.721758502896183,0.0248295664787292,46.76293134689331,0.001,128,3,2000,1,1000,10,200,28.937885109656296
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1343.098787075385,22.721758502896183,0.0258194748312234,46.7607684135437,0.001,128,3,2000,1,1000,10,200,28.916435918661307
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,426.0316369645248,22.721758502896183,0.0076303668320178,46.77555990219116,0.001,128,3,2000,1,1000,15,50,33.90309697906273
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,629.3996454568273,22.721758502896183,0.0103559782728552,46.77439308166504,0.001,128,3,2000,1,1000,15,50,32.20825054829524
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,609.1846121465027,22.721758502896183,0.0099691776558756,46.77687430381775,0.001,128,3,2000,1,1000,15,50,32.3500262413635
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,504.3568989499665,22.721758502896183,0.0100461393594741,46.764283180236816,0.001,128,3,2000,1,1000,15,50,33.17013582975464
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,502.5490948167671,22.721758502896183,0.0106906266883015,46.769835233688354,0.001,128,3,2000,1,1000,15,50,33.185730536864895
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1211.866242313002,22.721758502896183,0.0192749127745628,46.77697563171387,0.001,128,3,2000,1,1000,15,100,29.362968608106364
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1353.7113636839022,22.721758502896183,0.0200746264308691,46.77717185020447,0.001,128,3,2000,1,1000,15,100,28.88225474168493
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1033.571398876757,22.721758502896183,0.0173782184720039,46.77936506271362,0.001,128,3,2000,1,1000,15,100,30.0541106580364
