lr,hidden_features,hidden_layers,max_iters,a,s,original_mse,compression_ratio,transformed_mse,training_time,original_psnr,model
0.001,256,4,2000,15,15,113.33255077602075,3.8504960811851583,0.0017600500257685398,137.98182082176208,39.69144571219613,WIRE
0.001,256,4,2000,15,30,74.79276010291164,3.8504960811851583,0.00118492146721106,138.0423101425171,41.606783069056625,WIRE
0.001,256,4,2000,15,50,53.915322749330656,3.8504960811851583,0.0009053680580109,138.03331232070923,43.00127126224814,WIRE
0.001,256,4,2000,30,15,127.64066291206493,3.8504960811851583,0.0017050816211848798,137.99484624862671,39.357514460949844,WIRE
0.001,256,4,2000,30,30,59.71841689675368,3.8504960811851583,0.00086342869326466,138.0452956199646,42.561876315507064,WIRE
0.001,256,4,2000,30,50,65.463031291834,3.8504960811851583,0.0008355602447408398,138.01910829544067,42.64660396742072,WIRE
0.001,256,4,2000,50,15,187.37294464315596,3.8504960811851583,0.00218701094854616,137.97765254974365,37.52833624724191,WIRE
0.001,256,4,2000,50,30,146.0198047397925,3.8504960811851583,0.00120993684977288,138.03059611320495,38.57993850560703,WIRE
0.001,256,4,2000,50,50,119.58154179216868,3.8504960811851583,0.0013260617735795,138.02290229797364,39.98077794682779,WIRE
