model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,345.5027545076138,22.721758502896183,0.0060105547308921,20.77639961242676,0.001,128,3,2000,True,80,15,34.81300034646776
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,406.7697626443273,22.721758502896183,0.0068215671926736,20.26258659362793,0.001,128,3,2000,True,80,15,34.10402886730706
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,347.97505516859104,22.721758502896183,0.0062509560957551,20.260374546051025,0.001,128,3,2000,True,80,15,34.78203436403623
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,299.1867679049532,22.721758502896183,0.00608023814857,20.26516985893249,0.001,128,3,2000,True,80,15,35.43809166636627
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,301.4614826493474,22.721758502896183,0.0061900611035525,20.29155659675598,0.001,128,3,2000,True,80,15,35.40519718000539
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,238.63433813378515,22.721758502896183,0.0039713489823043,20.265151023864743,0.001,128,3,2000,True,80,30,36.42018612412515
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,281.4813420348059,22.721758502896183,0.0048311953432857,20.257863521575928,0.001,128,3,2000,True,80,30,35.70301935795982
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,328.28499937248995,22.721758502896183,0.0061239851638674,20.26600289344788,0.001,128,3,2000,True,80,30,35.035005102003794
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,231.08276073042168,22.721758502896183,0.0039090551435947,20.262664794921875,0.001,128,3,2000,True,80,30,36.55984001379339
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,245.49001343917337,22.721758502896183,0.0042776786722242,20.26027989387512,0.001,128,3,2000,True,80,30,36.29717719096192
