model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,zero_fraction,refresh_interval,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,495.8006662064926,22.721758502896183,0.0133656365796923,13.607871770858765,0.001,128,3,5000,0.1,100,True,100,45,33.244444427741556
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,695.9094006233266,22.721758502896183,0.0178744439035654,14.0316002368927,0.001,128,3,5000,0.1,100,True,100,45,31.771988456083843
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,532.8388750313756,22.721758502896183,0.0144253307953476,13.231709241867064,0.001,128,3,5000,0.1,100,True,100,45,32.931556460513356
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,481.8985786897591,22.721758502896183,0.014004074037075,13.148616313934326,0.001,128,3,5000,0.1,100,True,100,45,33.367959033708516
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,538.7084954400937,22.721758502896183,0.0150742856785655,13.833667278289797,0.001,128,3,5000,0.1,100,True,100,45,32.88397724337411
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,297.97087569026104,22.721758502896183,0.0068235015496611,17.859915256500244,0.001,128,3,5000,0.2,100,True,100,45,35.45577731486592
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,416.0597389558233,22.721758502896183,0.0093716261908411,18.761219263076782,0.001,128,3,5000,0.2,100,True,100,45,34.00595856514856
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,295.0487209253681,22.721758502896183,0.0070313462056219,18.021854639053345,0.001,128,3,5000,0.2,100,True,100,45,35.49857812511132
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,312.27866282839693,22.721758502896183,0.007880256511271,18.013410806655884,0.001,128,3,5000,0.2,100,True,100,45,35.252092377115986
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,326.07568947665663,22.721758502896183,0.0079124253243207,18.28400540351868,0.001,128,3,5000,0.2,100,True,100,45,35.064331275131195
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,262.7935269724732,22.721758502896183,0.005588246975094,22.65322780609131,0.001,128,3,5000,0.3,100,True,100,45,36.001368851196744
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,338.0737546540328,22.721758502896183,0.0068504116497933,22.99964928627014,0.001,128,3,5000,0.3,100,True,100,45,34.90740091847374
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,264.78996977493307,22.721758502896183,0.0058038868010044,22.46177387237549,0.001,128,3,5000,0.3,100,True,100,45,35.96850018731685
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,244.23296833166,22.721758502896183,0.0054865088313817,22.465287685394287,0.001,128,3,5000,0.3,100,True,100,45,36.31947260992367
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,309.5962731132865,22.721758502896183,0.0064096818678081,22.7131404876709,0.001,128,3,5000,0.3,100,True,100,45,35.289558247151376
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,220.33906589901272,22.721758502896183,0.0039649195969104,26.76059985160828,0.001,128,3,5000,0.4,100,True,100,45,36.76660044806308
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,334.21049301372153,22.721758502896183,0.0060237552970647,27.050721645355225,0.001,128,3,5000,0.4,100,True,100,45,34.95731467702777
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,223.05184278781795,22.721758502896183,0.0046783029101789,26.60624623298645,0.001,128,3,5000,0.4,100,True,100,45,36.71345733163116
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,237.11481472766064,22.721758502896183,0.0052843349985778,26.608304977416992,0.001,128,3,5000,0.4,100,True,100,45,36.4479285959921
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,204.4036327602075,22.721758502896183,0.0044290199875831,26.79729795455933,0.001,128,3,5000,0.4,100,True,100,45,37.092629387442756
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,282.98249116256693,22.721758502896183,0.004376133903861,30.856592178344727,0.001,128,3,5000,0.5,100,True,100,45,35.67991983301866
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,366.1652547690763,22.721758502896183,0.0054350765421986,31.087929725646973,0.001,128,3,5000,0.5,100,True,100,45,34.56074416824255
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,294.5446002761044,22.721758502896183,0.0045861341059207,30.74417352676392,0.001,128,3,5000,0.5,100,True,100,45,35.50600483303589
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,200.14785836052545,22.721758502896183,0.0041164187714457,30.8101749420166,0.001,128,3,5000,0.5,100,True,100,45,37.18400601376589
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,185.2439314549866,22.721758502896183,0.0037998759653419,30.89370441436768,0.001,128,3,5000,0.5,100,True,100,45,37.52007559261644
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,191.83485112324297,22.721758502896183,0.0033370142336934,34.945820331573486,0.001,128,3,5000,0.6,100,True,100,45,37.36824039386234
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,382.46971348937416,22.721758502896183,0.0070493365637958,35.12694239616394,0.001,128,3,5000,0.6,100,True,100,45,34.37154498258391
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,182.4208892863119,22.721758502896183,0.0032959491945803,34.893733978271484,0.001,128,3,5000,0.6,100,True,100,45,37.586769802224644
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,177.87701849062918,22.721758502896183,0.0034734173677861,34.851516008377075,0.001,128,3,5000,0.6,100,True,100,45,37.69631707414071
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,201.27193016859104,22.721758502896183,0.0039577903226017,34.96057486534119,0.001,128,3,5000,0.6,100,True,100,45,37.15968337330554
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,340.6844526543675,22.721758502896183,0.006513821426779,39.04880142211914,0.001,128,3,5000,0.7,100,True,100,45,34.87399234044187
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,270.91924730170683,22.721758502896183,0.0042212554253637,39.16684579849243,0.001,128,3,5000,0.7,100,True,100,45,35.86911688436817
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,355.5842837495817,22.721758502896183,0.00716117862612,38.95358085632324,0.001,128,3,5000,0.7,100,True,100,45,34.688089911586445
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,331.96505684195114,22.721758502896183,0.0071253022179007,38.958914041519165,0.001,128,3,5000,0.7,100,True,100,45,34.98659177169672
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,166.86498729292168,22.721758502896183,0.0031999736092984,39.04866886138916,0.001,128,3,5000,0.7,100,True,100,45,37.973863290480715
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,191.9074265813253,22.721758502896183,0.0033398894593119,43.14254307746887,0.001,128,3,5000,0.8,100,True,100,45,37.36659767044228
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,448.8258633492303,22.721758502896183,0.0072705601342022,43.21624493598938,0.001,128,3,5000,0.8,100,True,100,45,33.67673673811721
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,183.7606219147423,22.721758502896183,0.003171898657456,43.11273002624512,0.001,128,3,5000,0.8,100,True,100,45,37.554990967625116
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,351.66119425619144,22.721758502896183,0.0073625124059617,43.1117103099823,0.001,128,3,5000,0.8,100,True,100,45,34.73627102117015
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,217.4676296331158,22.721758502896183,0.0036115914117544,43.14510321617127,0.001,128,3,5000,0.8,100,True,100,45,36.82356928018778
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,432.5212516733601,22.721758502896183,0.0075194514356553,47.22680687904358,0.001,128,3,5000,0.9,100,True,100,45,33.83744097642037
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,281.57154660307896,22.721758502896183,0.0040210476145148,47.25257682800293,0.001,128,3,5000,0.9,100,True,100,45,35.70162782450465
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,230.0356595653447,22.721758502896183,0.003555659437552,47.19101238250733,0.001,128,3,5000,0.9,100,True,100,45,36.579563842623884
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,333.93348785768075,22.721758502896183,0.0065462375059723,47.19721746444702,0.001,128,3,5000,0.9,100,True,100,45,34.96091575167827
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,253.03521638637883,22.721758502896183,0.0051770764403045,47.21773314476013,0.001,128,3,5000,0.9,100,True,100,45,36.16570580089571
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,267.2123846950301,22.721758502896183,0.0034862651955336,51.38535499572754,0.001,128,3,5000,1.0,100,True,100,45,35.92894965921417
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,248.9308732325134,22.721758502896183,0.0037367432378232,51.29289793968201,0.001,128,3,5000,1.0,100,True,100,45,36.23672786176063
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,321.2821389725569,22.721758502896183,0.0053192605264484,51.36733365058899,0.001,128,3,5000,1.0,100,True,100,45,35.12864966263413
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,197.91193680973896,22.721758502896183,0.0036898213438689,51.31542086601257,0.001,128,3,5000,1.0,100,True,100,45,37.232795598448675
