lr,hidden_features,hidden_layers,max_iters,outermost_linear,original_mse,compression_ratio,transformed_mse,training_time,original_psnr,model
0.0001,256,2,1000,False,2184.62285051665,11.40441012031667,0.030355209484696322,14.703751754760741,27.22046735024607,SIREN
0.0001,256,2,1000,True,716.3563370670181,11.40441012031667,0.01164729781448834,14.666696548461914,31.68623095542125,SIREN
0.0001,256,2,2000,False,1549.5288259810072,11.40441012031667,0.030852602049708338,29.402519464492798,28.396730648768898,SIREN
0.0001,256,2,2000,True,585.7141812039825,11.40441012031667,0.00951833687722678,29.35952439308167,32.55856339451458,SIREN
0.0001,256,3,100,False,4974.371001976657,5.757182102133744,0.05910408943891522,2.4441555023193358,23.41705053055222,SIREN
0.0001,256,3,100,True,1382.8785679175035,5.757182102133744,0.022617869824171022,2.4573250293731688,28.815274114551137,SIREN
0.0001,256,3,500,False,1926.5962108852073,5.757182102133744,0.029790138080716077,12.196538209915161,27.66982647261613,SIREN
0.0001,256,3,500,True,423.8393553380188,5.757182102133744,0.00682774186134332,12.19656457901001,34.01596136112348,SIREN
0.0001,256,3,1000,False,1756.199208030037,5.757182102133744,0.025188847258687003,24.315628623962404,28.017235135772683,SIREN
0.0001,256,3,1000,True,275.3070244519746,5.757182102133744,0.00468540769070382,24.33817915916443,35.818941465528354,SIREN
0.0001,256,3,2000,False,1232.6681946536144,5.757182102133744,0.020295102149248078,48.65645022392273,29.37188676569507,SIREN
0.0001,256,3,2000,True,201.12168988453817,5.757182102133744,0.0037119640503078402,48.67049837112427,37.17784850525912,SIREN
0.0001,256,4,100,False,3489.711852095884,3.8504960811851583,0.05565874129533762,3.429791307449341,25.742210222993567,SIREN
0.0001,256,4,100,True,1306.11117124749,3.8504960811851583,0.021165471896529158,3.4018128871917725,29.065305816279526,SIREN
0.0001,256,4,500,False,1751.0221531961179,3.8504960811851583,0.02833639234304422,17.004110479354857,28.315758489692808,SIREN
0.0001,256,4,500,True,210.34812897423026,3.8504960811851583,0.0037824423518031196,17.010894346237183,36.995225049397725,SIREN
0.0001,256,4,1000,False,1233.8065271502678,3.8504960811851583,0.01890225224196908,34.000329208374026,29.370010018448262,SIREN
0.0001,256,4,1000,True,114.57715994185074,3.8504960811851583,0.0026179258711635798,34.07200126647949,39.62450875005287,SIREN
0.0001,256,4,2000,False,840.1308551915997,3.8504960811851583,0.01378598660230632,68.12217903137207,30.989671404380214,SIREN
0.0001,256,4,2000,True,74.10791264014391,3.8504960811851583,0.0019318465609103,68.05465340614319,41.51045237397041,SIREN
0.001,32,2,100,False,1610.096780873494,628.5357436318817,0.03271363303065296,0.21397900581359858,28.1767693708258,SIREN
0.001,32,2,100,True,1516.139937353581,628.5357436318817,0.02541421391069884,0.21000161170959472,28.428870681603605,SIREN
0.001,32,2,500,False,1540.855718185241,628.5357436318817,0.026155135780572842,0.9801727294921875,28.34427493281212,SIREN
0.001,32,2,500,True,1419.594865660559,628.5357436318817,0.02391990758478634,0.9849047660827637,28.69980055301578,SIREN
0.001,32,2,1000,False,1507.7459711240795,628.5357436318817,0.02547970302402968,1.963298463821411,28.441879597042504,SIREN
0.001,32,2,1000,True,1396.807663727828,628.5357436318817,0.02358956485986704,1.930075454711914,28.77371092267676,SIREN
0.001,32,2,2000,False,1512.0084266754518,628.5357436318817,0.030847417935728982,3.875142478942871,28.446861812351266,SIREN
0.001,32,2,2000,True,1393.6285883115797,628.5357436318817,0.02348907329142088,3.8386780261993407,28.782150378341157,SIREN
0.001,32,3,100,False,2384.267354051623,336.5279366476023,0.04750011861324306,0.28893342018127444,26.753928916850953,SIREN
0.001,32,3,100,True,1407.4049664805054,336.5279366476023,0.023646897077560382,0.2873066902160644,28.748335634956447,SIREN
0.001,32,3,500,False,1704.2553999853583,336.5279366476023,0.03070833832025522,1.432804822921753,28.031534491225482,SIREN
0.001,32,3,500,True,1255.7308214629352,336.5279366476023,0.02128191664814948,1.426248598098755,29.238505993074387,SIREN
0.001,32,3,1000,False,1542.496846762048,336.5279366476023,0.027117349579930262,2.85772500038147,28.417920826960504,SIREN
0.001,32,3,1000,True,1240.8192912274096,336.5279366476023,0.021044845879077862,2.8389679908752443,29.28856625291447,SIREN
0.001,32,3,2000,False,1514.659706534471,336.5279366476023,0.02516852170228952,5.702992916107178,28.516926389281604,SIREN
0.001,32,3,2000,True,1228.9084525602411,336.5279366476023,0.020854775235056838,5.675043392181396,29.33425783957524,SIREN
0.001,32,4,100,False,1868.1599643365128,229.7771102433163,0.035738217085599835,0.38546576499938967,27.64183027016033,SIREN
0.001,32,4,100,True,1320.9990103643743,229.7771102433163,0.02219336926937098,0.3826287746429443,29.00597506327482,SIREN
0.001,32,4,500,False,1477.3393310220047,229.7771102433163,0.02448199242353434,1.8968000411987305,28.543846337646215,SIREN
0.001,32,4,500,True,1138.8886441599732,229.7771102433163,0.019209783151745742,1.8883248805999755,29.665582896054097,SIREN
0.001,32,4,1000,False,1370.2439387759373,229.7771102433163,0.023803099989891,3.7845267295837397,28.849828425905258,SIREN
0.001,32,4,1000,True,1126.5230379852744,229.7771102433163,0.018932201713323542,3.768231201171875,29.720693650809487,SIREN
0.001,32,4,2000,False,4832.727307406711,229.7771102433163,0.08693171478807919,7.556536722183227,26.74884426337986,SIREN
0.001,32,4,2000,True,1118.5733261169678,229.7771102433163,0.01892771944403644,7.526748371124268,29.74249216358431,SIREN
0.001,64,2,100,False,5766.953811862031,170.7047534032582,0.09316047839820382,0.3138797283172607,23.535688028296114,SIREN
0.001,64,2,100,True,1374.3434127133535,170.7047534032582,0.02284575253725048,0.3123734951019287,28.846574616166937,SIREN
0.001,64,2,500,False,4050.4629413487282,170.7047534032582,0.07603408098220822,1.555081844329834,24.68591950328121,SIREN
0.001,64,2,500,True,1203.9289883492304,170.7047534032582,0.0199324488639831,1.5461572647094726,29.42024841377907,SIREN
0.001,64,2,1000,False,4198.926763041751,170.7047534032582,0.05978000015020366,3.1068305492401125,24.73240671645805,SIREN
0.001,64,2,1000,True,1171.025867794093,170.7047534032582,0.01941814608871932,3.090180015563965,29.539407164849393,SIREN
0.001,64,2,2000,False,3081.5869592955155,170.7047534032582,0.049764329195022515,6.20988130569458,26.18850849706873,SIREN
0.001,64,2,2000,True,1148.4828349857764,170.7047534032582,0.01902393810451026,6.174962949752808,29.62573571124983,SIREN
0.001,64,3,100,False,4844.012222065345,88.5230876056012,0.07655360847711559,0.4650202751159668,23.719657656499802,SIREN
0.001,64,3,100,True,1141.2643587370314,88.5230876056012,0.01882190667092796,0.4633112907409668,29.658636043416756,SIREN
0.001,64,3,500,False,2077.9070304656125,88.5230876056012,0.0348465640097856,2.3124350547790526,27.205100799835567,SIREN
0.001,64,3,500,True,872.5879050054384,88.5230876056012,0.01485324725508684,2.3034753799438477,30.815225723287824,SIREN
0.001,64,3,1000,False,2318.7834235379014,88.5230876056012,0.03347106464207168,4.62064757347107,27.97639320438741,SIREN
0.001,64,3,1000,True,840.8108164428547,88.5230876056012,0.01442654021084302,4.603718328475952,30.97262206926387,SIREN
0.001,64,3,2000,False,1303.5101533739123,88.5230876056012,0.02065307199954982,9.249925184249879,29.119980075726072,SIREN
0.001,64,3,2000,True,834.8957805179049,88.5230876056012,0.01425653696060176,9.205113649368286,31.0041860175468,SIREN
0.001,64,4,100,False,2742.060942467788,59.755331614717605,0.043553290143609,0.616803503036499,26.272261880179975,SIREN
0.001,64,4,100,True,1026.85277490169,59.755331614717605,0.01637350600212808,0.6146356105804444,30.144076344241387,SIREN
0.001,64,4,500,False,1587.352010908216,59.755331614717605,0.03214418031275268,3.0680974483489996,28.375041773174125,SIREN
0.001,64,4,500,True,675.7481778677209,59.755331614717605,0.0118742244318127,3.0616535186767577,31.92323947284848,SIREN
0.001,64,4,1000,False,1624.0563553693944,59.755331614717605,0.029259761795401518,6.133326673507691,28.314600236373813,SIREN
0.001,64,4,1000,True,660.0611419636881,59.755331614717605,0.011552682146429941,6.129054021835327,32.032323489626926,SIREN
0.001,64,4,2000,False,1158.3766861717704,59.755331614717605,0.01769737210124726,12.261939001083373,29.73694018415045,SIREN
0.001,64,4,2000,True,625.4807194925536,59.755331614717605,0.011183926835656121,12.230178022384644,32.252783360408564,SIREN
0.001,128,2,100,False,9759.47248473059,44.59441497114207,0.16680538356304164,0.660113000869751,20.331707982456336,SIREN
0.001,128,2,100,True,1219.3550498870482,44.59441497114207,0.01997333765029902,0.6520256519317627,29.359181775466084,SIREN
0.001,128,2,500,False,6479.710499288822,44.59441497114207,0.11647543013095851,3.282838010787964,22.151570464484127,SIREN
0.001,128,2,500,True,907.2763350276106,44.59441497114207,0.014957955852150862,3.2554266452789307,30.65664674334394,SIREN
0.001,128,2,1000,False,5693.312093687249,44.59441497114207,0.10504474788904186,6.508067226409912,22.724041467315587,SIREN
0.001,128,2,1000,True,846.7763496695113,44.59441497114207,0.01405480131506916,6.490397357940674,30.948963983015023,SIREN
0.001,128,2,2000,False,5608.452502457748,44.59441497114207,0.09684585034847258,13.011593055725097,23.207784352681152,SIREN
0.001,128,2,2000,True,806.2172675075301,44.59441497114207,0.013338518515229181,12.980913448333741,31.16336939041628,SIREN
0.001,128,3,100,False,9605.44820061496,22.721758502896183,0.16047125235199924,1.0185937404632568,20.86929028219245,SIREN
0.001,128,3,100,True,953.7769871151271,22.721758502896183,0.01502729188650842,1.01678409576416,30.452712782444678,SIREN
0.001,128,3,500,False,6361.377945898176,22.721758502896183,0.10197706520557401,5.076904010772705,22.182801008361217,SIREN
0.001,128,3,500,True,506.2596882320951,22.721758502896183,0.00870902109891172,5.068137693405151,33.17037591223884,SIREN
0.001,128,3,1000,False,5690.860621130354,22.721758502896183,0.0961882188916206,10.151875448226928,22.808384264793375,SIREN
0.001,128,3,1000,True,442.38379455321285,22.721758502896183,0.00761581938713782,10.134419393539428,33.75370137992619,SIREN
0.001,128,3,2000,False,4666.692646105254,22.721758502896183,0.0867023020982742,20.30005226135254,23.72346589998789,SIREN
0.001,128,3,2000,True,409.49181177836346,22.721758502896183,0.00704981414601204,20.264995574951175,34.112529391265035,SIREN
0.001,128,4,100,False,13867.695063326222,15.244594136755884,0.22983423769474026,1.382065200805664,19.15540424670822,SIREN
0.001,128,4,100,True,751.392391440763,15.244594136755884,0.011656559072434841,1.3804330825805664,31.44431180901136,SIREN
0.001,128,4,500,False,3971.849040171101,15.244594136755884,0.06237937435507772,6.896060037612915,25.563815018677026,SIREN
0.001,128,4,500,True,326.2970439047858,15.244594136755884,0.00590827176347368,6.912649774551392,35.07709426359721,SIREN
0.001,128,4,1000,False,1873.5341723665497,15.244594136755884,0.02954680211842054,13.788758993148804,28.067638967259956,SIREN
0.001,128,4,1000,True,321.13352054049534,15.244594136755884,0.00587884699925776,13.772520399093628,35.24428191362901,SIREN
0.001,128,4,2000,False,2220.0891547962683,15.244594136755884,0.04067518534138792,27.575409936904908,27.884049454160788,SIREN
0.001,128,4,2000,True,304.4229216344545,15.244594136755884,0.00541416518390174,27.54338574409485,35.44865600078066,SIREN
0.001,256,2,100,False,14859.906601928547,11.40441012031667,0.25626073479652406,1.4737454891204833,18.503323913246696,SIREN
0.001,256,2,100,True,1066.239439006024,11.40441012031667,0.017146116495132403,1.469740390777588,29.954741949786335,SIREN
0.001,256,2,500,False,9549.158091741969,11.40441012031667,0.16662489175796505,7.349298477172852,20.44107235473923,SIREN
0.001,256,2,500,True,691.2947409429383,11.40441012031667,0.01140626575797794,7.335474872589112,31.828151865793945,SIREN
0.001,256,2,1000,False,9397.483271889641,11.40441012031667,0.1627436429262161,14.69762144088745,20.521615945653537,SIREN
0.001,256,2,1000,True,603.5422531270917,11.40441012031667,0.00987880546599618,14.67071270942688,32.41331502923366,SIREN
0.001,256,2,2000,False,7422.918655873495,11.40441012031667,0.13145863264799112,29.394415950775148,21.66106631958554,SIREN
0.001,256,2,2000,True,536.7013135876841,11.40441012031667,0.00904025640338654,29.336261653900145,32.92514095609082,SIREN
0.001,256,3,100,False,23593.02178374958,5.757182102133744,0.39231884479522705,2.446764612197876,16.619770674220444,SIREN
0.001,256,3,100,True,535.2286345904452,5.757182102133744,0.00841968450695272,2.437234973907471,32.96438450520065,SIREN
0.001,256,3,500,False,7641.922781490546,5.757182102133744,0.14351928979158396,12.174991273880005,22.429157183804886,SIREN
0.001,256,3,500,True,240.5117514328146,5.757182102133744,0.00428820941597218,12.173886060714722,36.43221642106068,SIREN
0.001,256,3,1000,False,8467.211593770917,5.757182102133744,0.14953804239630694,24.363321018218993,21.467446926052737,SIREN
0.001,256,3,1000,True,190.95812154869478,5.757182102133744,0.00374230854213234,24.350505208969118,37.427629505328085,SIREN
0.001,256,3,2000,False,6868.240423673863,5.757182102133744,0.12882339805364607,48.82008419036866,21.96791796820045,SIREN
0.001,256,3,2000,True,163.52576190177376,5.757182102133744,0.0034570515621452995,48.74706764221192,38.1078646668022,SIREN
0.001,256,4,100,False,28355.940965685655,3.8504960811851583,0.42899520993232726,3.411408519744873,16.549147839606018,SIREN
0.001,256,4,100,True,432.07892246067604,3.8504960811851583,0.0060541545040905,3.4196622371673584,34.10392258902634,SIREN
0.001,256,4,500,False,22502.245741821454,3.8504960811851583,0.2919402305036783,17.06747488975525,21.86242493257666,SIREN
0.001,256,4,500,True,163.54671367762717,3.8504960811851583,0.00312638604082162,17.05863971710205,38.133576578286906,SIREN
0.001,256,4,1000,False,7806.705329390478,3.8504960811851583,0.07805984690785403,34.15027751922607,25.289282623715966,SIREN
0.001,256,4,1000,True,159.5433232931727,3.8504960811851583,0.00295298201963298,34.12131032943726,38.24007633077485,SIREN
0.001,256,4,2000,False,1863.3127570176537,3.8504960811851583,0.028578724758699502,68.25707297325134,30.082974380577774,SIREN
0.001,256,4,2000,True,133.0560277568608,3.8504960811851583,0.0025728079490363203,68.25543889999389,39.082093393331476,SIREN
