model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,original_psnr
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1357.72882938002,59.7553316147176,0.0224352460354566,7.624237537384033,0.001,64,4,1000,False,28.86938509060935
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1606.9672126004016,59.7553316147176,0.0252815950661897,7.624385595321655,0.001,64,4,1000,False,28.137445329446194
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1324.6453274033634,59.7553316147176,0.0225067511200904,7.623997926712036,0.001,64,4,1000,False,28.976519368872996
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1222.3233716114455,59.7553316147176,0.0223397482186555,7.633275032043457,0.001,64,4,1000,False,29.32565432935865
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1152.201893511546,59.7553316147176,0.0219359993934631,7.623398303985596,0.001,64,4,1000,False,29.582229641628686
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,740.109337087935,59.7553316147176,0.0125134959816932,15.17839002609253,0.001,64,4,2000,True,31.50455665541088
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,898.6344152652276,59.7553316147176,0.0140259489417076,15.17694354057312,0.001,64,4,2000,True,30.661685018887
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,746.797992752259,59.7553316147176,0.0128101520240306,15.17909812927246,0.001,64,4,2000,True,31.465484067875707
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,654.4657091909304,59.7553316147176,0.0123176788911223,15.178062200546265,0.001,64,4,2000,True,32.03864652195509
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,685.9315438838688,59.7553316147176,0.0129851093515753,15.183160066604614,0.001,64,4,2000,True,31.834707735807093
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1018.0347627489124,59.7553316147176,0.0164120886474847,15.244549989700316,0.001,64,4,2000,False,30.119889406953646
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1302.7554018155956,59.7553316147176,0.0203765556216239,15.247256517410278,0.001,64,4,2000,False,29.048886661423833
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,907.565228361362,59.7553316147176,0.0156304109841585,15.247074127197266,0.001,64,4,2000,False,30.618737004039815
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1030.2248760667671,59.7553316147176,0.0187217071652412,15.247924327850342,0.001,64,4,2000,False,30.06819516513061
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,938.5111775225904,59.7553316147176,0.0180451404303312,15.242255210876465,0.001,64,4,2000,False,30.473120993989895
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1532.4857934341533,22.721758502896183,0.0260186810046434,1.160036325454712,0.001,128,3,100,True,28.34355091587568
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1811.0171493264725,22.721758502896183,0.0275996662676334,1.1598148345947266,0.001,128,3,100,True,27.618289859060454
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1484.760023165579,22.721758502896183,0.0251218266785144,1.159938097000122,0.001,128,3,100,True,28.480952830175195
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1379.5823031710174,22.721758502896183,0.0249706376343965,1.159764528274536,0.001,128,3,100,True,28.800039340230764
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1362.6742281626507,22.721758502896183,0.0255639348179101,1.1593446731567385,0.001,128,3,100,True,28.853595064480096
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,26046.42208417001,22.721758502896183,0.4969064891338348,1.1614656448364258,0.001,128,3,100,False,16.0400347471396
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,35639.40763313671,22.721758502896183,0.5691777467727661,1.162837266921997,0.001,128,3,100,False,14.678210718028694
