model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,zero_fraction,refresh_interval,a,s,original_psnr
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,140.9207703208668,5.757182102133744,0.0026660102885216,101.27840399742126,0.001,256,3,2000,1,1000,10,50,38.70776540250027
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,138.5008013826138,5.757182102133744,0.0031790877692401,101.23963356018066,0.001,256,3,2000,1,1000,10,50,38.78299262478246
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,154.34302051957832,5.757182102133744,0.0033721986692398,101.22782254219057,0.001,256,3,2000,1,1000,10,50,38.312645535519415
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,157.1777252238119,5.757182102133744,0.0035783662460744,101.2471477985382,0.001,256,3,2000,1,1000,10,50,38.23360549670725
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,106.97905685240964,5.757182102133744,0.0024608040694147,101.25007152557372,0.001,256,3,2000,1,1000,10,50,39.904527840134726
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,384.6232939570783,5.757182102133744,0.0057536079548299,101.21502494812012,0.001,256,3,2000,1,1000,10,100,34.34715965872758
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,498.54482121193104,5.757182102133744,0.0076522161252796,101.21051335334778,0.001,256,3,2000,1,1000,10,100,33.22047339519678
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,393.30626150435074,5.757182102133744,0.0062253293581306,101.21227979660034,0.001,256,3,2000,1,1000,10,100,34.2502068825833
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,340.7882820343876,5.757182102133744,0.0065521760843694,101.21718311309814,0.001,256,3,2000,1,1000,10,100,34.87266895581162
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,368.17778405287817,5.757182102133744,0.0064076143316924,101.2562472820282,0.001,256,3,2000,1,1000,10,100,34.53693969255066
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1068.6416094063754,5.757182102133744,0.0159962531179189,101.50089144706726,0.001,256,3,2000,1,1000,10,200,29.909194685853983
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1326.9757598100737,5.757182102133744,0.0195804610848426,101.32567286491394,0.001,256,3,2000,1,1000,10,200,28.96888559193444
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,965.376014474565,5.757182102133744,0.0155213540419936,101.22589111328124,0.001,256,3,2000,1,1000,10,200,30.35055044537936
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1013.4590706576304,5.757182102133744,0.0173849202692508,101.2691650390625,0.001,256,3,2000,1,1000,10,200,30.13945334708433
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,906.2698959902108,5.757182102133744,0.0166327822953462,101.2848343849182,0.001,256,3,2000,1,1000,10,200,30.624939947064817
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,124.48659743139224,5.757182102133744,0.0027601600158959,101.23285269737244,0.001,256,3,2000,1,1000,15,50,39.2462895215391
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,165.32261598477243,5.757182102133744,0.0032566068693995,101.26363253593443,0.001,256,3,2000,1,1000,15,50,38.01419280038118
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,103.21358350066934,5.757182102133744,0.0021489455830305,101.25194883346558,0.001,256,3,2000,1,1000,15,50,40.060146920652215
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,97.98231990461848,5.757182102133744,0.002043348038569,101.25309801101685,0.001,256,3,2000,1,1000,15,50,40.286038308355224
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,93.23803416792168,5.757182102133744,0.0022008684463799,101.28728079795836,0.001,256,3,2000,1,1000,15,50,40.501584404932416
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,368.3334719084672,5.757182102133744,0.0063637155108153,101.23330950737,0.001,256,3,2000,1,1000,15,100,34.53510362074479
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,473.2059331074297,5.757182102133744,0.0078728785738348,101.22865438461304,0.001,256,3,2000,1,1000,15,100,33.44701367545636
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,361.4476617407129,5.757182102133744,0.0061131971888244,101.21981263160706,0.001,256,3,2000,1,1000,15,100,34.61706129191337
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,395.6099436809739,5.757182102133744,0.006760318763554,101.22783184051514,0.001,256,3,2000,1,1000,15,100,34.224843496854675
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,245.83672580948797,5.757182102133744,0.0053599593229591,101.2239305973053,0.001,256,3,2000,1,1000,15,100,36.291047856561796
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1215.8435225276105,5.757182102133744,0.0190496742725372,101.22463583946228,0.001,256,3,2000,1,1000,15,200,29.348738633662464
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1437.8868717055725,5.757182102133744,0.0210799220949411,101.25685238838196,0.001,256,3,2000,1,1000,15,200,28.62026830263133
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1167.604099993725,5.757182102133744,0.0190866719931364,101.2338604927063,0.001,256,3,2000,1,1000,15,200,29.52455937441243
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,959.9703475359772,5.757182102133744,0.0167414955794811,101.23013925552368,0.001,256,3,2000,1,1000,15,200,30.374937304154276
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,970.1306227514224,5.757182102133744,0.0179997757077217,101.23184585571288,0.001,256,3,2000,1,1000,15,200,30.329213352009727
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,117.91987088980925,5.757182102133744,0.002173388376832,101.23406553268433,0.001,256,3,2000,1,1000,30,50,39.48164553759865
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,206.1754125878514,5.757182102133744,0.0030333003960549,101.27033400535583,0.001,256,3,2000,1,1000,30,50,37.05514676442809
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,109.70829019201808,5.757182102133744,0.0023578803520649,101.3329668045044,0.001,256,3,2000,1,1000,30,50,39.795121021530804
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,142.22441066348728,5.757182102133744,0.0032951196189969,101.24510860443117,0.001,256,3,2000,1,1000,30,50,38.66777405913329
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,186.3407431810576,5.757182102133744,0.0034607499837875,101.24419021606444,0.001,256,3,2000,1,1000,30,50,37.494437255180685
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,328.2816121255857,5.757182102133744,0.0055400128476321,101.22522401809692,0.001,256,3,2000,1,1000,30,100,35.035049912769786
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,317.30555424824297,5.757182102133744,0.0056850467808544,101.232834815979,0.001,256,3,2000,1,1000,30,100,35.182738745291076
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,280.6425454421854,5.757182102133744,0.0054581970907747,101.21765613555908,0.001,256,3,2000,1,1000,30,100,35.71598037990202
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,272.58162990503683,5.757182102133744,0.0052448706701397,101.22884392738342,0.001,256,3,2000,1,1000,30,100,35.84254964692134
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,306.0018132425536,5.757182102133744,0.0071621946990489,101.22455382347108,0.001,256,3,2000,1,1000,30,100,35.34027548825045
WIRE,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1161.3441304279618,5.757182102133744,0.0183340944349765,101.2287654876709,0.001,256,3,2000,1,1000,30,200,29.547906194672976
WIRE,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1324.9107131651606,5.757182102133744,0.0194040089845657,101.31319499015808,0.001,256,3,2000,1,1000,30,200,28.975649369744502
WIRE,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1120.6756322163656,5.757182102133744,0.0187468566000461,101.22451424598694,0.001,256,3,2000,1,1000,30,200,29.70271619957494
WIRE,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1008.20382833417,5.757182102133744,0.0178403072059154,101.23116421699524,0.001,256,3,2000,1,1000,30,200,30.162032065663187
WIRE,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1005.3281197707496,5.757182102133744,0.0186711624264717,101.22501492500304,0.001,256,3,2000,1,1000,30,200,30.17443718504532
