model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,692.2197866988788,22.721758502896183,0.0131445564329624,20.25205993652344,0.001,128,3,2000,True,15,80,31.795075395770823
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,509.62026360650935,22.721758502896183,0.0101681929081678,20.25359559059143,0.001,128,3,2000,True,15,80,33.12504860606344
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,722.106407400435,22.721758502896183,0.0111049590632319,20.25597095489502,0.001,128,3,2000,True,15,100,31.61150350169979
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,885.7453498891399,22.721758502896183,0.012223633006215,20.256037712097168,0.001,128,3,2000,True,15,100,30.724426677763127
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,679.1594071598896,22.721758502896183,0.0111310640349984,20.255379676818848,0.001,128,3,2000,True,15,100,31.8777982820566
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,626.3363074694612,22.721758502896183,0.0110208773985505,20.25405502319336,0.001,128,3,2000,True,15,100,32.22943961149119
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,569.381851625251,22.721758502896183,0.0109979752451181,20.25604009628296,0.001,128,3,2000,True,15,100,32.643479283597685
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,449.7640483810241,22.721758502896183,0.0074938796460628,20.25660729408264,0.001,128,3,2000,True,30,15,33.667668113485604
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,572.5261907003012,22.721758502896183,0.0083209229633212,20.25382781028748,0.001,128,3,2000,True,30,15,32.619561901281834
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,435.4820479836011,22.721758502896183,0.0075298878364264,20.253559827804565,0.001,128,3,2000,True,30,15,33.80781292115387
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,389.80772569444446,22.721758502896183,0.0074311005882918,20.253239393234253,0.001,128,3,2000,True,30,15,34.28901106511868
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,385.699507666081,22.721758502896183,0.0075781042687594,20.255686044692997,0.001,128,3,2000,True,30,15,34.33502464264649
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,410.9885479417671,22.721758502896183,0.0066946544684469,20.25471043586731,0.001,128,3,2000,True,30,30,34.05921828192699
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,513.5159714378347,22.721758502896183,0.0079696495085954,20.254119157791138,0.001,128,3,2000,True,30,30,33.09197593142553
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,395.5783001798862,22.721758502896183,0.0066769202239811,20.25404381752014,0.001,128,3,2000,True,30,30,34.22519088821254
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,365.6071120419177,22.721758502896183,0.007087810896337,20.25274014472961,0.001,128,3,2000,True,30,30,34.56736913427075
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,359.4741374351573,22.721758502896183,0.0069594224914908,20.25521183013916,0.001,128,3,2000,True,30,30,34.64083898479995
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,413.5396808588521,22.721758502896183,0.0066808401606976,20.252285480499268,0.001,128,3,2000,True,30,45,34.03234360510417
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,478.64977488077307,22.721758502896183,0.0079438714310526,20.25574564933777,0.001,128,3,2000,True,30,45,33.397336897758336
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,435.6920546770415,22.721758502896183,0.007335724774748,20.255882740020752,0.001,128,3,2000,True,30,45,33.80571908595808
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,405.2050911981258,22.721758502896183,0.0078247264027595,20.25348210334778,0.001,128,3,2000,True,30,45,34.1207665535288
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,356.3837955990629,22.721758502896183,0.0067674433812499,20.25377893447876,0.001,128,3,2000,True,30,45,34.67833599872232
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,452.24281762466535,22.721758502896183,0.0072654839605093,20.254089832305908,0.001,128,3,2000,True,30,60,33.64379870506093
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,496.4417134684572,22.721758502896183,0.0081322975456714,20.255736589431763,0.001,128,3,2000,True,30,60,33.23883282854064
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,398.8695485065261,22.721758502896183,0.0071122171357274,20.256320476531982,0.001,128,3,2000,True,30,60,34.18920667183731
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,363.9146965466031,22.721758502896183,0.0068581150844693,20.252971410751343,0.001,128,3,2000,True,30,60,34.587519540211645
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,356.99580221929386,22.721758502896183,0.0071077449247241,20.25490975379944,0.001,128,3,2000,True,30,60,34.6708843933197
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,476.9126126903447,22.721758502896183,0.0075425934046506,20.253512620925903,0.001,128,3,2000,True,30,80,33.41312740593265
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,548.0378689236111,22.721758502896183,0.0083542531356215,20.254168033599854,0.001,128,3,2000,True,30,80,32.80940979887947
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,478.6612687730087,22.721758502896183,0.0077390950173139,20.254634618759155,0.001,128,3,2000,True,30,80,33.39723261119428
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,382.5390729585007,22.721758502896183,0.0072688632644712,20.25572872161865,0.001,128,3,2000,True,30,80,34.370757476993774
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,404.5975346699297,22.721758502896183,0.0077392491512,20.25667381286621,0.001,128,3,2000,True,30,80,34.1272831660642
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,529.5159021502677,22.721758502896183,0.00801233202219,20.25350022315979,0.001,128,3,2000,True,30,100,32.95872541618376
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,626.0810102388722,22.721758502896183,0.0088247880339622,20.254569053649902,0.001,128,3,2000,True,30,100,32.23121017436121
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,505.7830357889893,22.721758502896183,0.0081149721518158,20.25578117370605,0.001,128,3,2000,True,30,100,33.15787289964288
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,460.61533373075633,22.721758502896183,0.0080647366121411,20.25414085388184,0.001,128,3,2000,True,30,100,33.56413157379848
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,412.10795395122153,22.721758502896183,0.0081481393426656,20.255652904510494,0.001,128,3,2000,True,30,100,34.04740551995986
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,371.32116878974233,22.721758502896183,0.0061682779341936,20.25213837623596,0.001,128,3,2000,True,45,15,34.50001839975859
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,463.5745965633367,22.721758502896183,0.0068635703064501,20.254679918289185,0.001,128,3,2000,True,45,15,33.53631919738356
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,373.3201164031124,22.721758502896183,0.0064106560312211,20.256758451461792,0.001,128,3,2000,True,45,15,34.47670156195511
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,323.4045779472055,22.721758502896183,0.0062942821532487,20.25522327423096,0.001,128,3,2000,True,45,15,35.10005385506114
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,319.45145817645584,22.721758502896183,0.0062948716804385,20.25534176826477,0.001,128,3,2000,True,45,15,35.1534667390249
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,334.38221113621154,22.721758502896183,0.0057907118462026,20.253103733062744,0.001,128,3,2000,True,45,30,34.95508383501537
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,431.73402594754015,22.721758502896183,0.006707823369652,20.25445938110352,0.001,128,3,2000,True,45,30,33.845352710190284
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,339.3577983810241,22.721758502896183,0.0061299805529415,20.254727840423584,0.001,128,3,2000,True,45,30,34.89093715116038
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,307.7654432835509,22.721758502896183,0.0061357361264526,20.25400757789612,0.001,128,3,2000,True,45,30,35.315316942651066
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,305.7525649472892,22.721758502896183,0.0060624564066529,20.255650520324707,0.001,128,3,2000,True,45,30,35.343814397626694
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,358.1916690198293,22.721758502896183,0.0061899246647953,20.25298571586609,0.001,128,3,2000,True,45,45,34.656360681496444
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,429.2433196326975,22.721758502896183,0.0069653005339205,20.253246545791622,0.001,128,3,2000,True,45,45,33.87048003860711
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,328.23521690930386,22.721758502896183,0.0061189825646579,20.25308609008789,0.001,128,3,2000,True,45,45,35.03566373363653
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,328.2763188169344,22.721758502896183,0.0063283783383667,20.252716779708862,0.001,128,3,2000,True,45,45,35.035119940245806
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,347.76235410391564,22.721758502896183,0.0068296687677502,20.25384521484375,0.001,128,3,2000,True,45,45,34.78468981709453
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,346.13271183693104,22.721758502896183,0.0061331656761467,20.25448179244995,0.001,128,3,2000,True,45,60,34.805089038244695
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,384.5414274284639,22.721758502896183,0.006053086835891,20.256714820861816,0.001,128,3,2000,True,45,60,34.34808414683203
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,394.6472426162985,22.721758502896183,0.0071509843692183,20.255147457122803,0.001,128,3,2000,True,45,60,34.23542476012401
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,299.84267146711846,22.721758502896183,0.0057360269129276,20.259252548217773,0.001,128,3,2000,True,45,60,35.42858110168198
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,288.6017246067604,22.721758502896183,0.0058147818781435,20.25381541252136,0.001,128,3,2000,True,45,60,35.59452626774127
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,383.1472779137383,22.721758502896183,0.0048361318185925,20.255916595458984,0.001,128,3,2000,True,45,80,34.36385804327189
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,454.32402396042505,22.721758502896183,0.0056460900232195,20.255725383758545,0.001,128,3,2000,True,45,80,33.623858465164346
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,384.17050101447455,22.721758502896183,0.0067129237577319,20.25320839881897,0.001,128,3,2000,True,45,80,34.352275347757356
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,293.5423072498327,22.721758502896183,0.0047953184694051,20.258406162261963,0.001,128,3,2000,True,45,80,35.52080845292464
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,309.26079317269074,22.721758502896183,0.0054449387826025,20.255125522613525,0.001,128,3,2000,True,45,80,35.29426683364733
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,468.7223385730422,22.721758502896183,0.007275799755007,20.254372119903564,0.001,128,3,2000,True,45,100,33.48835896958374
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,524.2290999937248,22.721758502896183,0.0063441307283937,20.253602981567383,0.001,128,3,2000,True,45,100,33.0023042377054
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,459.5649655915328,22.721758502896183,0.0064734877087175,20.255034685134888,0.001,128,3,2000,True,45,100,33.57404635431038
